thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
28,0,28,[np.float64(-0.4564814814814815)],[np.float64(0.41388888888888886)],[1],[0],[0],[1.5208286999259144],['target'],28,0,28,0,39.97230310016312,,5,39.967739700106904,39.97230310016312,39.97230310016312,0.00875370018184185,41.48864830005914,[np.float64(-0.4564814814814815)],[np.float64(0.41388888888888886)],[1],[0],[0],[1.5208286999259144],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
29,0,29,[np.float64(0.3472222222222222)],[np.float64(0.31666666666666665)],[1],[0],[0],[1.2386581001337618],['target'],29,0,29,0,41.50288649997674,,5,41.49751739995554,41.50288649997674,41.50288649997674,0.008735900046303868,42.73628140008077,[np.float64(0.3472222222222222)],[np.float64(0.31666666666666665)],[1],[0],[0],[1.2386581001337618],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
30,0,30,[np.float64(0.39537037037037037)],[np.float64(-0.4759259259259259)],[1],[0],[0],[2.9178980998694897],['target'],30,0,30,0,42.757073800079525,,10,42.75101420003921,42.757073800079525,42.757073800079525,0.014551900094375014,45.668965300079435,[np.float64(0.39537037037037037)],[np.float64(-0.4759259259259259)],[1],[0],[0],[2.9178980998694897],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
31,0,31,[np.float64(0.03888888888888889)],[np.float64(0.26944444444444443)],[1],[0],[0],[1.4760606000199914],['target'],31,0,31,0,45.68477990012616,,5,45.67685619997792,45.68477990012616,45.68477990012616,0.007811499992385507,47.15301600005478,[np.float64(0.03888888888888889)],[np.float64(0.26944444444444443)],[1],[0],[0],[1.4760606000199914],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
32,0,32,[np.float64(0.31666666666666665)],[np.float64(-0.3398148148148148)],[1],[0],[0],[1.5562170001212507],['target'],32,0,32,0,47.175157099962234,,10,47.16922120004892,47.175157099962234,47.175157099962234,0.016055400017648935,48.725538100115955,[np.float64(0.31666666666666665)],[np.float64(-0.3398148148148148)],[1],[0],[0],[1.5562170001212507],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
33,0,33,[np.float64(-0.2361111111111111)],[np.float64(0.18796296296296297)],[1],[0],[0],[1.3206299000885338],['target'],33,0,33,0,48.74099520011805,,5,48.73650580015965,48.74099520011805,48.74099520011805,0.010772000066936016,50.05723190004937,[np.float64(-0.2361111111111111)],[np.float64(0.18796296296296297)],[1],[0],[0],[1.3206299000885338],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
34,0,34,[np.float64(0.06666666666666667)],[np.float64(0.10833333333333334)],[1],[0],[0],[1.2138423998840153],['target'],34,0,34,0,50.078950100112706,,10,50.073172700125724,50.078950100112706,50.078950100112706,0.015748700127005577,51.287060800008476,[np.float64(0.06666666666666667)],[np.float64(0.10833333333333334)],[1],[0],[0],[1.2138423998840153],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
35,0,35,[np.float64(-0.4444444444444444)],[np.float64(0.25833333333333336)],[1],[0],[0],[1.3175409999676049],['target'],35,0,35,0,51.30899990000762,,10,51.30291450000368,51.30899990000762,51.30899990000762,0.01577350008301437,52.62052890006453,[np.float64(-0.4444444444444444)],[np.float64(0.25833333333333336)],[1],[0],[0],[1.3175409999676049],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
36,0,36,[np.float64(0.08055555555555556)],[np.float64(-0.0962962962962963)],[1],[0],[0],[1.3587523000314832],['target'],36,0,36,0,52.634772000135854,,5,52.62963899993338,52.634772000135854,52.634772000135854,0.008949300041422248,53.98847540002316,[np.float64(0.08055555555555556)],[np.float64(-0.0962962962962963)],[1],[0],[0],[1.3587523000314832],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
37,0,37,[np.float64(0.10092592592592593)],[np.float64(0.08148148148148149)],[1],[0],[0],[0.9929824999999255],['target'],37,0,37,0,54.002652399940416,,5,53.99828050006181,54.002652399940416,54.002652399940416,0.009661499876528978,54.991382900159806,[np.float64(0.10092592592592593)],[np.float64(0.08148148148148149)],[1],[0],[0],[0.9929824999999255],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
38,0,38,[np.float64(-0.2037037037037037)],[np.float64(-0.06111111111111111)],[1],[0],[0],[1.3306371001526713],['target'],38,0,38,0,55.013018700061366,,10,55.0070058000274,55.013018700061366,55.013018700061366,0.015444600023329258,56.33773010014556,[np.float64(-0.2037037037037037)],[np.float64(-0.06111111111111111)],[1],[0],[0],[1.3306371001526713],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
39,0,39,[np.float64(0.22685185185185186)],[np.float64(-0.17222222222222222)],[1],[0],[0],[1.183453100034967],['target'],39,0,39,0,56.358755900058895,,10,56.35268729995005,56.358755900058895,56.358755900058895,0.014796199975535274,57.53623030008748,[np.float64(0.22685185185185186)],[np.float64(-0.17222222222222222)],[1],[0],[0],[1.183453100034967],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
40,0,40,[np.float64(-0.1361111111111111)],[np.float64(-0.3055555555555556)],[1],[0],[0],[1.3406959001440555],['target'],40,0,40,0,57.5569021999836,,10,57.550946900155395,57.5569021999836,57.5569021999836,0.0145388999953866,58.891739800106734,[np.float64(-0.1361111111111111)],[np.float64(-0.3055555555555556)],[1],[0],[0],[1.3406959001440555],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
41,0,41,[np.float64(-0.33055555555555555)],[np.float64(-0.12129629629629629)],[1],[0],[0],[1.133184399921447],['target'],41,0,41,0,58.91318819997832,,10,58.907275800127536,58.91318819997832,58.91318819997832,0.01535069989040494,60.04056140012108,[np.float64(-0.33055555555555555)],[np.float64(-0.12129629629629629)],[1],[0],[0],[1.133184399921447],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
42,0,42,[np.float64(0.09074074074074075)],[np.float64(-0.053703703703703705)],[1],[0],[0],[1.2632828999776393],['target'],42,0,42,0,60.06205480010249,,10,60.055789300007746,60.06205480010249,60.06205480010249,0.015026899985969067,61.3191413001623,[np.float64(0.09074074074074075)],[np.float64(-0.053703703703703705)],[1],[0],[0],[1.2632828999776393],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
43,0,43,[np.float64(-0.4888888888888889)],[np.float64(0.026851851851851852)],[1],[0],[0],[1.2912531001493335],['target'],43,0,43,0,61.34043970005587,,10,61.33351130015217,61.34043970005587,61.34043970005587,0.014233299996703863,62.62486229999922,[np.float64(-0.4888888888888889)],[np.float64(0.026851851851851852)],[1],[0],[0],[1.2912531001493335],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
44,0,44,[np.float64(0.38796296296296295)],[np.float64(0.18333333333333332)],[1],[0],[0],[1.8508931000251323],['target'],44,0,44,0,62.64682859997265,,10,62.64017749996856,62.64682859997265,62.64682859997265,0.015116299968212843,64.4911632000003,[np.float64(0.38796296296296295)],[np.float64(0.18333333333333332)],[1],[0],[0],[1.8508931000251323],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
45,0,45,[np.float64(-0.30092592592592593)],[np.float64(-0.23148148148148148)],[1],[0],[0],[1.2751717001665384],[None],45,0,45,0,64.50465509993955,,5,64.49997450015508,64.50465509993955,64.50465509993955,0.008627000031992793,65.77525239996612,[np.float64(-0.30092592592592593)],[np.float64(-0.23148148148148148)],[1],[0],[0],[1.2751717001665384],[None],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
46,0,46,[np.float64(0.4564814814814815)],[np.float64(0.15833333333333333)],[1],[0],[0],[1.3157331999391317],['target'],46,0,46,0,65.79800539999269,,10,65.79131180001423,65.79800539999269,65.79800539999269,0.015879500191658735,67.10715689999051,[np.float64(0.4564814814814815)],[np.float64(0.15833333333333333)],[1],[0],[0],[1.3157331999391317],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
47,0,47,[np.float64(-0.03148148148148148)],[np.float64(0.20833333333333334)],[1],[0],[0],[1.2176781001035124],[None],47,0,47,0,67.12840780010447,,10,67.12191570014693,67.12840780010447,67.12840780010447,0.014581300085410476,68.3396817999892,[np.float64(-0.03148148148148148)],[np.float64(0.20833333333333334)],[1],[0],[0],[1.2176781001035124],[None],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
48,0,48,[np.float64(-0.3851851851851852)],[np.float64(0.43333333333333335)],[1],[0],[0],[1.327385500073433],['target'],48,0,48,0,68.35255660000257,,5,68.34818680002354,68.35255660000257,68.35255660000257,0.008329399861395359,69.67570140003227,[np.float64(-0.3851851851851852)],[np.float64(0.43333333333333335)],[1],[0],[0],[1.327385500073433],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
49,0,49,[np.float64(-0.5120370370370371)],[np.float64(-0.31851851851851853)],[1],[0],[0],[1.3718063000123948],[None],49,0,49,0,69.69057390000671,,5,69.68590490007773,69.69057390000671,69.69057390000671,0.009962799958884716,71.0578215001151,[np.float64(-0.5120370370370371)],[np.float64(-0.31851851851851853)],[1],[0],[0],[1.3718063000123948],[None],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
50,0,50,[np.float64(0.34444444444444444)],[np.float64(0.2222222222222222)],[1],[0],[0],[1.2399393999949098],['target'],50,0,50,0,71.07179990014993,,5,71.06708219996653,71.07179990014993,71.07179990014993,0.009066799888387322,72.30712370015681,[np.float64(0.34444444444444444)],[np.float64(0.2222222222222222)],[1],[0],[0],[1.2399393999949098],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
51,0,51,[np.float64(0.35648148148148145)],[np.float64(0.31296296296296294)],[1],[0],[0],[1.2968393999617547],['target'],51,0,51,0,72.33020039997064,,10,72.32335370010696,72.33020039997064,72.33020039997064,0.01606669998727739,73.62025239993818,[np.float64(0.35648148148148145)],[np.float64(0.31296296296296294)],[1],[0],[0],[1.2968393999617547],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
52,0,52,[np.float64(-0.11203703703703703)],[np.float64(0.16574074074074074)],[1],[0],[0],[1.3198907999321818],['target'],52,0,52,0,73.64040259993635,,10,73.63337299996056,73.64040259993635,73.64040259993635,0.013003199826925993,74.95338980015367,[np.float64(-0.11203703703703703)],[np.float64(0.16574074074074074)],[1],[0],[0],[1.3198907999321818],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
53,0,53,[np.float64(0.35)],[np.float64(-0.0712962962962963)],[1],[0],[0],[1.6396407999563962],['target'],53,0,53,0,74.97140010003932,,5,74.9667837000452,74.97140010003932,74.97140010003932,0.013161000097170472,76.60653460002504,[np.float64(0.35)],[np.float64(-0.0712962962962963)],[1],[0],[0],[1.6396407999563962],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
54,0,54,[np.float64(0.3101851851851852)],[np.float64(-0.12037037037037036)],[1],[0],[0],[0.8889855998568237],['target'],54,0,54,0,76.6215441999957,,5,76.61712289997377,76.6215441999957,76.6215441999957,0.010377599857747555,77.50620519998483,[np.float64(0.3101851851851852)],[np.float64(-0.12037037037037036)],[1],[0],[0],[0.8889855998568237],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
55,0,55,[np.float64(0.33611111111111114)],[np.float64(-0.45740740740740743)],[1],[0],[0],[1.480445999884978],['target'],55,0,55,0,77.52863420010544,,10,77.52212560013868,77.52863420010544,77.52863420010544,0.015754800057038665,79.00267620012164,[np.float64(0.33611111111111114)],[np.float64(-0.45740740740740743)],[1],[0],[0],[1.480445999884978],['target'],2,001,2025-09-30_15h43.14.632,Visual Search,,2025.1.1,59.810436764785926,2025-09-30 15h43.53.843031 +0530,
