pos,corr_resp,thisN,thisTrialN,thisRepN,kev_resp.kevs,kev_resp.corr,kev_resp.rt,kev_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Fixation.started,line1.started,line2.started,line3.started,line4.started,Fixation.stopped,probe.started,kev_resp.started,trial.stopped,trials.kev_resp.kevs,trials.kev_resp.corr,trials.kev_resp.rt,trials.kev_resp.duration,trials_2.kev_resp.kevs,trials_2.kev_resp.corr,trials_2.kev_resp.rt,trials_2.kev_resp.duration,participant,session,date,expName,expVersion,psvchopvVersion,frameRate,expStart
-150,z,19,3,4,x,0,0.3076195,None,4,3,19,3,,,,,46.2061178,,46.1925203,46.2061178,47.2051787,47.2051787,47.2051787,47.2051787,47.2051787,48.2058088,48.2058088,48.525405,x,0,0.3076195,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-50,x,20,0,5,v,0,0.0796388,None,5,0,20,0,,,,,48.5397278,,48.5256965,48.5397278,49.5390283,49.5390283,49.5390283,49.5390283,49.5560588,50.5389784,50.5389784,50.6261156,v,0,0.0796388,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
150,v,21,1,5,z,0,0.2346099,None,5,1,21,1,,,,,50.6397559,,50.6264114,50.6397559,51.6384207,51.6384207,51.6384207,51.6384207,51.6384207,52.6385404,52.6385404,52.8761073,z,0,0.2346099,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
50,c,22,2,5,z,0,0.9913294,None,5,2,22,2,,,,,52.8892001,,52.876388,52.8892001,53.8882149,53.8882149,53.8882149,53.8882149,53.8882149,54.8888157,54.8888157,55.8904935,z,0,0.9913294,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-150,z,23,3,5,x,0,0.538539,None,5,3,23,3,,,,,55.9053697,,55.8907094,55.9053697,56.8899194,56.8899194,56.8899194,56.8899194,56.9065622,57.9052503,57.9052503,58.4446838,x,0,0.538539,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-50,x,24,0,6,v,0,0.2535376,None,6,0,24,0,,,,,58.45558,,58.4449981,58.45558,59.4564661,59.4564661,59.4564661,59.4564661,59.4564661,60.4554572,60.4554572,60.7103837,v,0,0.2535376,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
150,v,25,1,6,z,0,0.2712992,None,6,1,25,1,,,,,60.7221611,,60.710701,60.7221611,61.7215675,61.7215675,61.7215675,61.7215675,61.7215675,62.7227059,62.7227059,63.0091222,z,0,0.2712992,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
50,c,26,2,6,c,1,0.400063,None,6,2,26,2,,,,,63.0224397,,63.0094686,63.0224397,64.0217812,64.0217812,64.0217812,64.0217812,64.0217812,65.0218001,65.0218001,65.427193,c,1,0.400063,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-150,z,27,3,6,x,0,0.2730414,None,6,3,27,3,,,,,65.4387482,,65.4275328,65.4387482,66.4387162,66.4387162,66.4387162,66.4387162,66.4387162,67.4389996,67.4389996,67.7250834,x,0,0.2730414,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-50,x,28,0,7,v,0,0.2451008,None,7,0,28,0,,,,,67.7411322,,67.7253544,67.7411322,68.7389454,68.7389454,68.7389454,68.7389454,68.7554618,69.7381328,69.7381328,69.9912983,v,0,0.2451008,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
150,v,29,1,7,z,0,1.7337211,None,7,1,29,1,,,,,70.0056671,,69.9915677,70.0056671,71.004914,71.004914,71.004914,71.004914,71.004914,72.004165,72.004165,73.7410783,z,0,1.7337211,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
50,c,30,2,7,c,1,0.1161065,None,7,2,30,2,,,,,73.7548047,,73.7413823,73.7548047,74.7568169,74.7568169,74.7568169,74.7568169,74.7568169,75.7545658,75.7545658,75.8766811,c,1,0.1161065,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-150,z,31,3,7,x,0,0.370713,None,7,3,31,3,,,,,75.8891924,,75.8770564,75.8891924,76.8886852,76.8886852,76.8886852,76.8886852,76.8886852,77.8887675,77.8887675,78.2607876,x,0,0.370713,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-50,x,32,0,8,v,0,0.2314907,None,8,0,32,0,,,,,78.2720493,,78.2610944,78.2720493,79.2717725,79.2717725,79.2717725,79.2717725,79.2717725,80.2723122,80.2723122,80.5108199,v,0,0.2314907,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
150,v,33,1,8,z,0,0.2387969,None,8,1,33,1,,,,,80.521971,,80.5111714,80.521971,81.521968,81.521968,81.521968,81.521968,81.521968,82.5215302,82.5215302,82.7759339,z,0,0.2387969,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
50,c,34,2,8,c,1,0.0440311,None,8,2,34,2,,,,,82.7890026,,82.7762411,82.7890026,83.7887367,83.7887367,83.7887367,83.7887367,83.7887367,84.7881405,84.7881405,84.8418725,c,1,0.0440311,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-150,z,35,3,8,x,0,0.5147807,None,8,3,35,3,,,,,84.8556097,,84.8421583,84.8556097,85.855552,85.855552,85.855552,85.855552,85.855552,86.8553697,86.8553697,87.3774514,x,0,0.5147807,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-50,x,36,0,9,v,0,0.2927699,None,9,0,36,0,,,,,87.3888827,,87.3777832,87.3888827,88.3885857,88.3885857,88.3885857,88.3885857,88.3885857,89.3888448,89.3888448,89.6912575,v,0,0.2927699,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
150,v,37,1,9,z,0,0.4754399,None,9,1,37,1,,,,,89.7054855,,89.6915544,89.7054855,90.7049276,90.7049276,90.7049276,90.7049276,90.7049276,91.7050977,91.7050977,92.1910736,z,0,0.4754399,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
50,c,38,2,9,c,1,0.0832626,None,9,2,38,2,,,,,92.2059129,,92.1913435,92.2059129,93.2054949,93.2054949,93.2054949,93.2054949,93.2054949,94.2055252,94.2055252,94.2922938,c,1,0.0832626,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-150,z,39,3,9,x,0,0.4066592,None,9,3,39,3,,,,,94.3053765,,94.2925977,94.3053765,95.3050561,95.3050561,95.3050561,95.3050561,95.3050561,96.3052261,96.3052261,96.7251783,x,0,0.4066592,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-50,x,40,0,10,v,0,0.2532212,None,10,0,40,0,,,,,96.7386101,,96.7254692,96.7386101,97.7377002,97.7377002,97.7377002,97.7377002,97.7377002,98.7378973,98.7378973,98.9928385,v,0,0.2532212,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
150,v,41,1,10,z,0,0.707063,None,10,1,41,1,,,,,99.0053203,,98.9933024,99.0053203,100.0054318,100.0054318,100.0054318,100.0054318,100.0054318,101.0050558,101.0050558,101.7247556,z,0,0.707063,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
50,c,42,2,10,c,1,0.9544281,None,10,2,42,2,,,,,101.7383549,,101.7250312,101.7383549,102.7385249,102.7385249,102.7385249,102.7385249,102.7385249,103.738297,103.738297,104.6948461,c,1,0.9544281,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-150,z,43,3,10,z,1,1.0048085,None,10,3,43,3,,,,,104.7056573,,104.6951919,104.7056573,105.705548,105.705548,105.705548,105.705548,105.705548,106.70502,106.70502,107.724996,z,1,1.0048085,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-50,x,44,0,11,v,0,0.423633,None,11,0,44,0,,,,,107.7383489,,107.7252954,107.7383489,108.7379299,108.7379299,108.7379299,108.7379299,108.7379299,109.7381068,109.7381068,110.1745029,v,0,0.423633,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
150,v,45,1,11,z,0,0.4522345,None,11,1,45,1,,,,,110.1899209,,110.1747797,110.1899209,111.1889318,111.1889318,111.1889318,111.1889318,111.1889318,112.1880174,112.1880174,112.6567782,z,0,0.4522345,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
50,c,46,2,11,c,1,0.5054891,None,11,2,46,2,,,,,112.6711623,,112.6570519,112.6711623,113.6721887,113.6721887,113.6721887,113.6721887,113.6721887,114.6712186,114.6712186,115.1909016,c,1,0.5054891,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-150,z,47,3,11,x,0,0.2783838,None,11,3,47,3,,,,,115.2054277,,115.1911763,115.2054277,116.2039536,116.2039536,116.2039536,116.2039536,116.2039536,117.2049021,117.2049021,117.4915861,x,0,0.2783838,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-50,x,48,0,12,v,0,0.1275912,None,12,0,48,0,,,,,117.5066578,,117.4918878,117.5066578,118.504844,118.504844,118.504844,118.504844,118.521142,119.505159,119.505159,119.641598,v,0,0.1275912,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
150,v,49,1,12,z,0,0.3612351,None,12,1,49,1,,,,,119.6557293,,119.6419002,119.6557293,120.6548327,120.6548327,120.6548327,120.6548327,120.6548327,121.6543429,121.6543429,122.0247776,z,0,0.3612351,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
50,c,50,2,12,c,1,0.3041973,None,12,2,50,2,,,,,122.0386627,,122.0250949,122.0386627,123.0381315,123.0381315,123.0381315,123.0381315,123.0381315,124.0387439,124.0387439,124.3588851,c,1,0.3041973,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-150,z,51,3,12,x,0,0.3109929,None,12,3,51,3,,,,,124.3711927,,124.3592133,124.3711927,125.3708518,125.3708518,125.3708518,125.3708518,125.3708518,126.3711858,126.3711858,126.691225,x,0,0.3109929,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-50,x,52,0,13,v,0,0.2069847,None,13,0,52,0,,,,,126.7055802,,126.6915106,126.7055802,127.7045823,127.7045823,127.7045823,127.7045823,127.7045823,128.7048179,128.7048179,128.9237295,v,0,0.2069847,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
150,v,53,1,13,z,0,0.9051764,None,13,1,53,1,,,,,128.938134,,128.923971,128.938134,129.9371982,129.9371982,129.9371982,129.9371982,129.9371982,130.9388013,130.9388013,131.8602008,z,0,0.9051764,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
50,c,54,2,13,c,1,0.2964381,None,13,2,54,2,,,,,131.8721986,,131.8605842,131.8721986,132.8709597,132.8709597,132.8709597,132.8709597,132.8709597,133.8726612,133.8726612,134.1756541,c,1,0.2964381,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-150,z,55,3,13,x,0,0.4687435,None,13,3,55,3,,,,,134.1880181,,134.175995,134.1880181,135.1882073,135.1882073,135.1882073,135.1882073,135.1882073,136.1882649,136.1882649,136.6605579,x,0,0.4687435,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-50,x,56,0,14,v,0,0.2849171,None,14,0,56,0,,,,,136.6715393,,136.6608338,136.6715393,137.6715896,137.6715896,137.6715896,137.6715896,137.6715896,138.6699209,138.6699209,138.9571064,v,0,0.2849171,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
150,v,57,1,14,z,0,0.1467558,None,14,1,57,1,,,,,138.9704361,,138.957348,138.9704361,139.9728078,139.9728078,139.9728078,139.9728078,139.9728078,140.9714005,140.9714005,141.126782,z,0,0.1467558,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
50,c,58,2,14,c,1,0.2133847,None,14,2,58,2,,,,,141.1369828,,141.1273615,141.1369828,142.1385405,142.1385405,142.1385405,142.1385405,142.1385405,143.1384584,143.1384584,143.3594351,c,1,0.2133847,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-150,z,59,3,14,x,0,0.5510887,None,14,3,59,3,,,,,143.3715541,,143.3598111,143.3715541,144.3701789,144.3701789,144.3701789,144.3701789,144.3701789,145.3704344,145.3704344,145.9224018,x,0,0.5510887,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-50,x,60,0,15,v,0,0.2864746,None,15,0,60,0,,,,,145.9375189,,145.9225935,145.9375189,146.9206427,146.9206427,146.9206427,146.9206427,146.9368667,147.9376592,147.9376592,148.2271392,v,0,0.2864746,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
150,v,61,1,15,z,0,0.2605994,None,15,1,61,1,,,,,148.2382933,,148.2274685,148.2382933,149.2386339,149.2386339,149.2386339,149.2386339,149.2386339,150.2380219,150.2380219,150.5076606,z,0,0.2605994,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
50,c,62,2,15,c,1,0.2847052,None,15,2,62,2,,,,,150.5218074,,150.5079421,150.5218074,151.5211943,151.5211943,151.5211943,151.5211943,151.5211943,152.5211919,152.5211919,152.8087956,c,1,0.2847052,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-150,z,63,3,15,x,0,0.3806799,None,15,3,63,3,,,,,152.8213159,,152.8090865,152.8213159,153.8211331,153.8211331,153.8211331,153.8211331,153.8211331,154.8208899,154.8208899,155.2088579,x,0,0.3806799,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-50,x,64,0,16,v,0,0.4237234,None,16,0,64,0,,,,,155.221549,,155.2091884,155.221549,156.2215789,156.2215789,156.2215789,156.2215789,156.2215789,157.2209895,157.2209895,157.6590678,v,0,0.4237234,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
150,v,65,1,16,z,0,0.6964865,None,16,1,65,1,,,,,157.6713945,,157.6593457,157.6713945,158.6708976,158.6708976,158.6708976,158.6708976,158.6708976,159.6715572,159.6715572,160.3745466,z,0,0.6964865,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
50,c,66,2,16,c,1,0.3377493,None,16,2,66,2,,,,,160.3881216,,160.3748181,160.3881216,161.3881663,161.3881663,161.3881663,161.3881663,161.3881663,162.3876129,162.3876129,162.7269196,c,1,0.3377493,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-150,z,67,3,16,x,0,0.1503729,None,16,3,67,3,,,,,162.7379135,,162.7272363,162.7379135,163.7379146,163.7379146,163.7379146,163.7379146,163.7379146,164.738332,164.738332,164.8922303,x,0,0.1503729,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-50,x,68,0,17,v,0,0.2116353,None,17,0,68,0,,,,,164.9055964,,164.8925444,164.9055964,165.9043679,165.9043679,165.9043679,165.9043679,165.9043679,166.9037555,166.9037555,167.1245365,v,0,0.2116353,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
150,v,69,1,17,z,0,0.2472246,None,17,1,69,1,,,,,167.1385088,,167.1248472,167.1385088,168.1376736,168.1376736,168.1376736,168.1376736,168.1376736,169.1376737,169.1376737,169.3915267,z,0,0.2472246,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
50,c,70,2,17,c,1,0.2661116,None,17,2,70,2,,,,,169.404968,,169.3918308,169.404968,170.404285,170.404285,170.404285,170.404285,170.404285,171.4031608,171.4031608,171.6758475,c,1,0.2661116,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-150,z,71,3,17,x,0,0.2987335,None,17,3,71,3,,,,,171.6892487,,171.6762005,171.6892487,172.6873206,172.6873206,172.6873206,172.6873206,172.6873206,173.6873027,173.6873027,173.9918073,x,0,0.2987335,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
-50,x,72,0,18,v,0,0.2445373,None,18,0,72,0,,,,,174.0045888,,173.9921124,174.0045888,175.005037,175.005037,175.005037,175.005037,175.005037,176.0041399,176.0041399,176.2569332,v,0,0.2445373,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
150,v,73,1,18,z,0,0.3077554,None,18,1,73,1,,,,,176.2720199,,176.2572008,176.2720199,177.2710254,177.2710254,177.2710254,177.2710254,177.2710254,178.2716027,178.2716027,178.5910734,z,0,0.3077554,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
50,c,74,2,18,c,1,0.2712692,None,18,2,74,2,,,,,178.6048174,,178.5914012,178.6048174,179.6046889,179.6046889,179.6046889,179.6046889,179.6046889,180.6043614,180.6043614,180.8762302,c,1,0.2712692,None,,,,,4,1,2025-10-03_18h35.42.544,Motor Sequence,,2025.1.1,59.64675995,2025-10-03 18h35.48.043927 +0530
