pos,corr_resp,thisN,thisTrialN,thisRepN,kev_resp.kevs,kev_resp.corr,kev_resp.rt,kev_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Fixation.started,line1.started,line2.started,line3.started,line4.started,Fixation.stopped,probe.started,kev_resp.started,trial.stopped,trials.kev_resp.kevs,trials.kev_resp.corr,trials.kev_resp.rt,trials.kev_resp.duration,trials_2.kev_resp.kevs,trials_2.kev_resp.corr,trials_2.kev_resp.rt,trials_2.kev_resp.duration,participant,session,date,expName,expVersion,psvchopvVersion,frameRate,expStart
50,c,34,2,8,c,1,0.3505098,None,8,2,34,2,,,,,96.7667691,,96.7510452,96.7667691,97.7503346,97.7503346,97.7503346,97.7503346,97.7660917,98.7493611,98.7493611,99.1035332,c,1,0.3505098,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
-150,z,35,3,8,x,0,0.646734,None,8,3,35,3,,,,,99.1182451,,99.1038487,99.1182451,100.1167038,100.1167038,100.1167038,100.1167038,100.133412,101.1173349,101.1173349,101.7707088,x,0,0.646734,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
-50,x,36,0,9,v,0,0.387978,None,9,0,36,0,,,,,101.783076,,101.7709764,101.783076,102.7835481,102.7835481,102.7835481,102.7835481,102.7835481,103.7840798,103.7840798,104.1853668,v,0,0.387978,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
150,v,37,1,9,z,0,2.7499162,None,9,1,37,1,,,,,104.1999939,,104.1856046,104.1999939,105.1990679,105.1990679,105.1990679,105.1990679,105.1990679,106.1993187,106.1993187,108.9528693,z,0,2.7499162,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
50,c,38,2,9,c,1,0.2644473,None,9,2,38,2,,,,,108.9677188,,108.9532134,108.9677188,109.9664153,109.9664153,109.9664153,109.9664153,109.9664153,110.9658227,110.9658227,111.2356849,c,1,0.2644473,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
-150,z,39,3,9,x,0,0.3020429,None,9,3,39,3,,,,,111.2498598,,111.2359125,111.2498598,112.2507443,112.2507443,112.2507443,112.2507443,112.2507443,113.2493968,113.2493968,113.5687315,x,0,0.3020429,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
-50,x,40,0,10,v,0,0.3412861,None,10,0,40,0,,,,,113.5855197,,113.5690558,113.5855197,114.5830952,114.5830952,114.5830952,114.5830952,114.5993751,115.5824154,115.5824154,115.9370196,v,0,0.3412861,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
150,v,41,1,10,z,0,1.8421779,None,10,1,41,1,,,,,115.949501,,115.937295,115.949501,116.9493143,116.9493143,116.9493143,116.9493143,116.9493143,117.9494668,117.9494668,119.8014912,z,0,1.8421779,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
50,c,42,2,10,c,1,1.0178497,None,10,2,42,2,,,,,119.8163264,,119.8016434,119.8163264,120.8169932,120.8169932,120.8169932,120.8169932,120.8169932,121.7997779,121.7997779,122.8232001,c,1,1.0178497,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
-150,z,43,3,10,x,0,1.0108812,None,10,3,43,3,,,,,122.8330112,,122.8234743,122.8330112,123.8325227,123.8325227,123.8325227,123.8325227,123.8325227,124.8333472,124.8333472,125.8523639,x,0,1.0108812,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
-50,x,44,0,11,v,0,0.2523601,None,11,0,44,0,,,,,125.8677764,,125.8526946,125.8677764,126.8669321,126.8669321,126.8669321,126.8669321,126.8835974,127.8662477,127.8662477,128.1360266,v,0,0.2523601,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
150,v,45,1,11,z,0,0.6280721,None,11,1,45,1,,,,,128.1511213,,128.136364,128.1511213,129.1495646,129.1495646,129.1495646,129.1495646,129.165716,130.1493118,130.1493118,130.7893557,z,0,0.6280721,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
50,c,46,2,11,c,1,0.2842357,None,11,2,46,2,,,,,130.7997487,,130.7898892,130.7997487,131.7993785,131.7993785,131.7993785,131.7993785,131.7993785,132.8007811,132.8007811,133.086118,c,1,0.2842357,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
-150,z,47,3,11,x,0,0.776629,None,11,3,47,3,,,,,133.0995851,,133.086318,133.0995851,134.1003482,134.1003482,134.1003482,134.1003482,134.1003482,135.0995883,135.0995883,135.8864861,x,0,0.776629,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
-50,x,48,0,12,v,0,0.3930313,None,12,0,48,0,,,,,135.8996728,,135.8868799,135.8996728,136.8996809,136.8996809,136.8996809,136.8996809,136.8996809,137.898924,137.898924,138.3003519,v,0,0.3930313,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
150,v,49,1,12,z,0,2.0615239,None,12,1,49,1,,,,,138.3164387,,138.3005228,138.3164387,139.3021153,139.3021153,139.3021153,139.3021153,139.3165219,140.3001737,140.3001737,142.3698502,z,0,2.0615239,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
50,c,50,2,12,c,1,0.2801578,None,12,2,50,2,,,,,142.3832333,,142.3701645,142.3832333,143.3829324,143.3829324,143.3829324,143.3829324,143.3829324,144.3826389,144.3826389,144.668069,c,1,0.2801578,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
-150,z,51,3,12,x,0,0.2811686,None,12,3,51,3,,,,,144.6828733,,144.6682921,144.6828733,145.6667174,145.6667174,145.6667174,145.6667174,145.6837479,146.6825625,146.6825625,146.9693261,x,0,0.2811686,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
-50,x,52,0,13,v,0,0.2857669,None,13,0,52,0,,,,,146.9829974,,146.9695811,146.9829974,147.982703,147.982703,147.982703,147.982703,147.982703,148.9828165,148.9828165,149.2844867,v,0,0.2857669,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
150,v,53,1,13,z,0,0.327336,None,13,1,53,1,,,,,149.2994826,,149.2847209,149.2994826,150.2997999,150.2997999,150.2997999,150.2997999,150.2997999,151.298731,151.298731,151.6356612,z,0,0.327336,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
50,c,54,2,13,c,1,0.2770181,None,13,2,54,2,,,,,151.6499992,,151.6359302,151.6499992,152.6501788,152.6501788,152.6501788,152.6501788,152.6501788,153.6505354,153.6505354,153.9351731,c,1,0.2770181,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
-150,z,55,3,13,x,0,0.2637544,None,13,3,55,3,,,,,153.9495197,,153.9354326,153.9495197,154.9489716,154.9489716,154.9489716,154.9489716,154.9489716,155.9505026,155.9505026,156.220584,x,0,0.2637544,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
-50,x,56,0,14,v,0,0.2966871,None,14,0,56,0,,,,,156.2326377,,156.220855,156.2326377,157.2331937,157.2331937,157.2331937,157.2331937,157.2331937,158.2333637,158.2333637,158.5348404,v,0,0.2966871,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
150,v,57,1,14,z,0,1.1604376,None,14,1,57,1,,,,,158.5493997,,158.5350586,158.5493997,159.5485514,159.5485514,159.5485514,159.5485514,159.5485514,160.5490472,160.5490472,161.7192341,z,0,1.1604376,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
50,c,58,2,14,c,1,0.0200496,None,14,2,58,2,,,,,161.7325966,,161.7195202,161.7325966,162.7323527,162.7323527,162.7323527,162.7323527,162.7323527,163.7331549,163.7331549,163.7681719,c,1,0.0200496,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
-150,z,59,3,14,x,0,0.3011811,None,14,3,59,3,,,,,163.7830991,,163.7684704,163.7830991,164.782668,164.782668,164.782668,164.782668,164.782668,165.7834749,165.7834749,166.0850753,x,0,0.3011811,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
-50,x,60,0,15,v,0,0.2570892,None,15,0,60,0,,,,,166.099133,,166.0852755,166.099133,167.0989205,167.0989205,167.0989205,167.0989205,167.0989205,168.0988748,168.0988748,168.3669531,v,0,0.2570892,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
150,v,61,1,15,z,0,1.5275612,None,15,1,61,1,,,,,168.3821885,,168.3671659,168.3821885,169.3657002,169.3657002,169.3657002,169.3657002,169.3821361,170.3827995,170.3827995,171.9176663,z,0,1.5275612,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
50,c,62,2,15,c,1,0.3555752,None,15,2,62,2,,,,,171.9327461,,171.9180245,171.9327461,172.9322042,172.9322042,172.9322042,172.9322042,172.9322042,173.9152275,173.9152275,174.2849954,c,1,0.3555752,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
-150,z,63,3,15,x,0,0.3313256,None,15,3,63,3,,,,,174.2991864,,174.2852413,174.2991864,175.2996486,175.2996486,175.2996486,175.2996486,175.2996486,176.2990307,176.2990307,176.6362053,x,0,0.3313256,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
-50,x,64,0,16,v,0,0.3309924,None,16,0,64,0,,,,,176.6504997,,176.6365711,176.6504997,177.6488296,177.6488296,177.6488296,177.6488296,177.6488296,178.6504299,178.6504299,178.9866111,v,0,0.3309924,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
150,v,65,1,16,z,0,2.8790228,None,16,1,65,1,,,,,178.9996728,,178.9869045,178.9996728,179.998531,179.998531,179.998531,179.998531,179.998531,180.9989328,180.9989328,183.8836283,z,0,2.8790228,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
50,c,66,2,16,c,1,0.3167807,None,16,2,66,2,,,,,183.8990462,,183.8838444,183.8990462,184.8838178,184.8838178,184.8838178,184.8838178,184.8986004,185.881824,185.881824,186.2045388,c,1,0.3167807,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
-150,z,67,3,16,x,0,0.3233865,None,16,3,67,3,,,,,186.2166891,,186.204914,186.2166891,187.2163597,187.2163597,187.2163597,187.2163597,187.2163597,188.2168142,188.2168142,188.5511022,x,0,0.3233865,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
-50,x,68,0,17,v,0,0.2789396,None,17,0,68,0,,,,,188.565795,,188.551336,188.565795,189.5663861,189.5663861,189.5663861,189.5663861,189.5663861,190.5660623,190.5660623,190.8510367,v,0,0.2789396,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
150,v,69,1,17,z,0,0.41891,None,17,1,69,1,,,,,190.8663566,,190.8512963,190.8663566,191.8652734,191.8652734,191.8652734,191.8652734,191.8652734,192.8651473,192.8651473,193.2872381,z,0,0.41891,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
50,c,70,2,17,c,1,0.3479246,None,17,2,70,2,,,,,193.2997425,,193.2875937,193.2997425,194.2995754,194.2995754,194.2995754,194.2995754,194.2995754,195.2991826,195.2991826,195.6525922,c,1,0.3479246,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
-150,z,71,3,17,x,0,0.3173567,None,17,3,71,3,,,,,195.6659832,,195.652847,195.6659832,196.6655669,196.6655669,196.6655669,196.6655669,196.6655669,197.6657874,197.6657874,197.9865945,x,0,0.3173567,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
-50,x,72,0,18,v,0,0.3697672,None,18,0,72,0,,,,,197.9993641,,197.9869219,197.9993641,198.9996501,198.9996501,198.9996501,198.9996501,198.9996501,199.9985691,199.9985691,200.38601,v,0,0.3697672,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
150,v,73,1,18,z,0,3.1261418,None,18,1,73,1,,,,,200.3996558,,200.3862814,200.3996558,201.399496,201.399496,201.399496,201.399496,201.399496,202.3996471,202.3996471,205.534842,z,0,3.1261418,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
50,c,74,2,18,c,1,0.3129422,None,18,2,74,2,,,,,205.5501996,,205.5351817,205.5501996,206.5497111,206.5497111,206.5497111,206.5497111,206.5497111,207.5495923,207.5495923,207.8697236,c,1,0.3129422,None,,,,,2,1,2025-10-03_13h28.52.734,Motor Sequence,,2025.1.1,60.21655075,2025-10-03 13h28.56.342558 +0530
