letter,thisN,thisTrialN,thisRepN,respp.keys,respp.rt,respp.duration,mainloop.thisRepN,mainloop.thisTrialN,mainloop.thisN,mainloop.thisIndex,thisRow.t,notes,Instructions.started,text.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,mainfixation.started,leterrrrrrr.started,respp.started,mainfixation.stopped,leterrrrrrr.stopped,respp.stopped,trial.stopped,mainloop.respp.keys,mainloop.respp.rt,mainloop.respp.duration,thanks_2.started,thankyou.started,end.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
K,9,9,0,space,0.4680212999228388,0.11077090003527701,0,9,9,9,17.30639239982702,,,,,,,,,17.290957699995488,17.30639239982702,17.50656469981186,17.50656469981186,17.50656469981186,18.206506399903446,19.006583699956536,18.99013439984992,space,0.4680212999228388,0.11077090003527701,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
L,10,10,0,None,,,0,10,10,10,19.006583699956536,,,,,,,,,18.994792899815366,19.006583699956536,19.206660700030625,19.206660700030625,19.206660700030625,19.906321699963883,20.706814300036058,20.69069499988109,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
M,11,11,0,None,,,0,11,11,11,20.706814300036058,,,,,,,,,20.69393950002268,20.706814300036058,20.906835600035265,20.906835600035265,20.906835600035265,21.60619269986637,22.40669499989599,22.390997000038624,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
M,12,12,0,space,0.44516440015286207,0.1116086000110954,0,12,12,12,22.40669499989599,,,,,,,,,22.391377799911425,22.40669499989599,22.60686509986408,22.60686509986408,22.60686509986408,23.30605939985253,24.106355199823156,24.090749899856746,space,0.44516440015286207,0.1116086000110954,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
P,13,13,0,None,,,0,13,13,13,24.106355199823156,,,,,,,,,24.09653119998984,24.106355199823156,24.30600109999068,24.30600109999068,24.30600109999068,25.006548299919814,25.80630539986305,25.790378999896348,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
Q,14,14,0,None,,,0,14,14,14,25.80630539986305,,,,,,,,,25.79633459984325,25.80630539986305,26.006301099900156,26.006301099900156,26.006301099900156,26.706291999900714,27.50633060000837,27.4898820000235,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
R,15,15,0,None,,,0,15,15,15,27.50633060000837,,,,,,,,,27.495805899845436,27.50633060000837,27.70695859985426,27.70695859985426,27.70695859985426,28.406323599861935,29.20646889996715,29.189938499825075,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
R,16,16,0,space,0.553541700122878,0.1222685999237001,0,16,16,16,29.20646889996715,,,,,,,,,29.190214999951422,29.20646889996715,29.40617059986107,29.40617059986107,29.40617059986107,30.10612059989944,30.905819399980828,30.890471799997613,space,0.553541700122878,0.1222685999237001,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
T,17,17,0,None,,,0,17,17,17,30.905819399980828,,,,,,,,,30.89335020002909,30.905819399980828,31.106710099847987,31.106710099847987,31.106710099847987,31.806302499957383,32.606449499959126,32.590477799996734,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
V,18,18,0,None,,,0,18,18,18,32.606449499959126,,,,,,,,,32.59535910002887,32.606449499959126,32.80631779995747,32.80631779995747,32.80631779995747,33.50614589988254,34.30651619983837,34.29059530002996,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
W,19,19,0,None,,,0,19,19,19,34.30651619983837,,,,,,,,,34.294803499942645,34.30651619983837,34.50630069989711,34.50630069989711,34.50630069989711,35.206392699852586,36.006068099988624,35.990071499953046,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
W,20,20,0,space,0.5068012999836355,0.10264929989352822,0,20,20,20,36.006068099988624,,,,,,,,,35.99038909981027,36.006068099988624,36.20640319981612,36.20640319981612,36.20640319981612,36.90620910003781,37.705895100021735,37.690912700025365,space,0.5068012999836355,0.10264929989352822,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
X,21,21,0,None,,,0,21,21,21,37.705895100021735,,,,,,,,,37.698895499808714,37.705895100021735,37.90619060001336,37.90619060001336,37.90619060001336,38.606342299841344,39.40604979987256,39.390309899812564,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
Z,22,22,0,None,,,0,22,22,22,39.40604979987256,,,,,,,,,39.39623079984449,39.40604979987256,39.606448099948466,39.606448099948466,39.606448099948466,40.30653499998152,41.10528609994799,41.08973979996517,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
A,23,23,0,None,,,0,23,23,23,41.10528609994799,,,,,,,,,41.09400889999233,41.10528609994799,41.30636909999885,41.30636909999885,41.30636909999885,42.00646539987065,42.8059078999795,42.79033249989152,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
A,24,24,0,space,0.4079630000051111,0.10961769986897707,0,24,24,24,42.8059078999795,,,,,,,,,42.79073729994707,42.8059078999795,43.005559999961406,43.005559999961406,43.005559999961406,43.70643120002933,44.506375700002536,44.48997059999965,space,0.4079630000051111,0.10961769986897707,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
C,25,25,0,None,,,0,25,25,25,44.506375700002536,,,,,,,,,44.493640299886465,44.506375700002536,44.706271699862555,44.706271699862555,44.706271699862555,45.406042399816215,46.20602979999967,46.190147900022566,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
D,26,26,0,None,,,0,26,26,26,46.20602979999967,,,,,,,,,46.19392709992826,46.20602979999967,46.40619909996167,46.40619909996167,46.40619909996167,47.106084499973804,47.905690299812704,47.8908774999436,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
E,27,27,0,None,,,0,27,27,27,47.905690299812704,,,,,,,,,47.893667799886316,47.905690299812704,48.10619580000639,48.10619580000639,48.10619580000639,48.80619389982894,49.60611899988726,49.59001629985869,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
F,28,28,0,None,,,0,28,28,28,49.60611899988726,,,,,,,,,49.592920899856836,49.60611899988726,49.80595219996758,49.80595219996758,49.80595219996758,50.50587309990078,51.30615879991092,51.289941699942574,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
F,29,29,0,space,0.4102145000360906,0.10472800000570714,0,29,29,29,51.30615879991092,,,,,,,,,51.290165700018406,51.30615879991092,51.50563449994661,51.50563449994661,51.50563449994661,52.205418600002304,53.00562880001962,52.98972889990546,space,0.4102145000360906,0.10472800000570714,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
H,30,30,0,None,,,0,30,30,30,53.00562880001962,,,,,,,,,52.99267469998449,53.00562880001962,53.206195399863645,53.206195399863645,53.206195399863645,53.90546009992249,54.706119999988005,54.6896279999055,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
J,31,31,0,None,,,0,31,31,31,54.706119999988005,,,,,,,,,54.692258399911225,54.706119999988005,54.9054715000093,54.9054715000093,54.9054715000093,55.605906599899754,56.4058455999475,56.389455899829045,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
L,32,32,0,None,,,0,32,32,32,56.4058455999475,,,,,,,,,56.39291059994139,56.4058455999475,56.605832800036296,56.605832800036296,56.605832800036296,57.30613489984535,58.10618430003524,58.08975649997592,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
L,33,33,0,space,0.4911028000060469,0.11726520000956953,0,33,33,33,58.10618430003524,,,,,,,,,58.09015089995228,58.10618430003524,58.30598849989474,58.30598849989474,58.30598849989474,59.005998299922794,59.80582809983753,59.78938049986027,space,0.4911028000060469,0.11726520000956953,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
N,34,34,0,None,,,0,34,34,34,59.80582809983753,,,,,,,,,59.79413369996473,59.80582809983753,60.00561879994348,60.00561879994348,60.00561879994348,60.70571599993855,61.504894600016996,61.488507400033996,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
P,35,35,0,None,,,0,35,35,35,61.504894600016996,,,,,,,,,61.49116189987399,61.504894600016996,61.704949899809435,61.704949899809435,61.704949899809435,62.4050385998562,63.20588569995016,63.18906519981101,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
Q,36,36,0,None,,,0,36,36,36,63.20588569995016,,,,,,,,,63.19159789988771,63.20588569995016,63.40583149995655,63.40583149995655,63.40583149995655,64.10563689982519,64.90542979980819,64.88930989988148,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
Q,37,37,0,space,0.3528531000483781,0.10264290007762611,0,37,37,37,64.90542979980819,,,,,,,,,64.88953979988582,64.90542979980819,65.10501069994643,65.10501069994643,65.10501069994643,65.80542849982157,66.6050513999071,66.58882469986565,space,0.3528531000483781,0.10264290007762611,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
S,38,38,0,None,,,0,38,38,38,66.6050513999071,,,,,,,,,66.5911913998425,66.6050513999071,66.80588499992155,66.80588499992155,66.80588499992155,67.50552469980903,68.3056510000024,68.28932509990409,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
T,39,39,0,None,,,0,39,39,39,68.3056510000024,,,,,,,,,68.2920059999451,68.3056510000024,68.50586179993115,68.50586179993115,68.50586179993115,69.20582449994981,70.0059534998145,69.99012999981642,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
T,40,40,0,space,0.5332701001316309,0.07853299984708428,0,40,40,40,70.0059534998145,,,,,,,,,69.99063349980861,70.0059534998145,70.20588539983146,70.20588539983146,70.20588539983146,70.90569359995425,71.70554260001518,71.68930669990368,space,0.5332701001316309,0.07853299984708428,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
V,41,41,0,None,,,0,41,41,41,71.70554260001518,,,,,,,,,71.69224769994617,71.70554260001518,71.90566039993428,71.90566039993428,71.90566039993428,72.60548679996282,73.40528850001283,73.38889469997957,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
W,42,42,0,None,,,0,42,42,42,73.40528850001283,,,,,,,,,73.3918406998273,73.40528850001283,73.60573079995811,73.60573079995811,73.60573079995811,74.30508189997636,75.10565299983136,75.08940189983696,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
Y,43,43,0,None,,,0,43,43,43,75.10565299983136,,,,,,,,,75.09234079997987,75.10565299983136,75.30510939983651,75.30510939983651,75.30510939983651,76.0060160998255,76.80552809988149,76.78969240002334,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
Y,44,44,0,space,0.34338320000097156,0.10574159980751574,0,44,44,44,76.80552809988149,,,,,,,,,76.79001130000688,76.80552809988149,77.00538669992238,77.00538669992238,77.00538669992238,77.7054842999205,78.50521319988184,78.4892080000136,space,0.34338320000097156,0.10574159980751574,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
Z,45,45,0,None,,,0,45,45,45,78.50521319988184,,,,,,,,,78.49325839988887,78.50521319988184,78.70548329991288,78.70548329991288,78.70548329991288,79.40571419987828,80.20548819983378,80.18981210002676,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
B,46,46,0,None,,,0,46,46,46,80.20548819983378,,,,,,,,,80.1945903999731,80.20548819983378,80.40550029999577,80.40550029999577,80.40550029999577,81.10566839994863,81.90547439991497,81.8893501998391,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
D,47,47,0,None,,,0,47,47,47,81.90547439991497,,,,,,,,,81.89217359991744,81.90547439991497,82.10522759985179,82.10522759985179,82.10522759985179,82.8055060999468,83.60528889996931,83.5896506998688,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
D,48,48,0,space,0.48532139998860657,0.11809289990924299,0,48,48,48,83.60528889996931,,,,,,,,,83.59002899983898,83.60528889996931,83.80556799983606,83.80556799983606,83.80556799983606,84.50506009999663,85.3054281999357,85.28903029998764,space,0.48532139998860657,0.11809289990924299,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
F,49,49,0,None,,,0,49,49,49,85.3054281999357,,,,,,,,,85.29156969999894,85.3054281999357,85.50529240001924,85.50529240001924,85.50529240001924,86.20538749988191,87.00511269993149,86.98906669998541,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
G,50,50,0,None,,,0,50,50,50,87.00511269993149,,,,,,,,,86.99440429988317,87.00511269993149,87.20571310003288,87.20571310003288,87.20571310003288,87.90517169982195,88.70518689998426,88.69039219990373,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
G,51,51,0,space,0.43570660008117557,0.10174239985644817,0,51,51,51,88.70518689998426,,,,,,,,,88.6908831000328,88.70518689998426,88.90461719990708,88.90461719990708,88.90461719990708,89.60501189995557,90.40499499998987,90.38921309984289,space,0.43570660008117557,0.10174239985644817,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
H,52,52,0,None,,,0,52,52,52,90.40499499998987,,,,,,,,,90.39233760000207,90.40499499998987,90.60518479999155,90.60518479999155,90.60518479999155,91.30503149982542,92.10488609992899,92.0893202999141,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
J,53,53,0,None,,,0,53,53,53,92.10488609992899,,,,,,,,,92.09307229984552,92.10488609992899,92.30528089986183,92.30528089986183,92.30528089986183,93.00510139996186,93.80524059990421,93.78857370000333,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
K,54,54,0,None,,,0,54,54,54,93.80524059990421,,,,,,,,,93.79167179996148,93.80524059990421,94.00500290002674,94.00500290002674,94.00500290002674,94.70485929981805,95.50486449990422,95.48913270002231,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
K,55,55,0,space,0.412405600072816,0.10191379999741912,0,55,55,55,95.50486449990422,,,,,,,,,95.4895186999347,95.50486449990422,95.70521869999357,95.70521869999357,95.70521869999357,96.40499069984071,97.20490109990351,97.18944419990294,space,0.412405600072816,0.10191379999741912,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
M,56,56,0,None,,,0,56,56,56,97.20490109990351,,,,,,,,,97.19376809988171,97.20490109990351,97.40524360002019,97.40524360002019,97.40524360002019,98.10445209988393,98.90492190001532,98.88852219982073,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
N,57,57,0,None,,,0,57,57,57,98.90492190001532,,,,,,,,,98.89141679997556,98.90492190001532,99.10495819989592,99.10495819989592,99.10495819989592,99.8047720999457,100.60483839991502,100.58915689983405,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
N,58,58,0,space,0.3895193000789732,0.09372049989178777,0,58,58,58,100.60483839991502,,,,,,,,,100.58952929987572,100.60483839991502,100.80475399992429,100.80475399992429,100.80475399992429,101.50500110001303,102.30479629989713,102.29015829996206,space,0.3895193000789732,0.09372049989178777,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
P,59,59,0,None,,,0,59,59,59,102.30479629989713,,,,,,,,,102.29340679990128,102.30479629989713,102.5045506998431,102.5045506998431,102.5045506998431,103.20515409996733,104.00461429986171,103.98853580001742,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
R,60,60,0,None,,,0,60,60,60,104.00461429986171,,,,,,,,,103.99148659990169,104.00461429986171,104.20514189987443,104.20514189987443,104.20514189987443,104.90471349982545,105.70496539981104,105.68855779990554,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
R,61,61,0,space,0.5456675000023097,0.11053050006739795,0,61,61,61,105.70496539981104,,,,,,,,,105.68883839994669,105.70496539981104,105.90477099991404,105.90477099991404,105.90477099991404,106.6050746999681,107.40460709994659,107.38898609997705,space,0.5456675000023097,0.11053050006739795,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
S,62,62,0,None,,,0,62,62,62,107.40460709994659,,,,,,,,,107.39442020002753,107.40460709994659,107.6048812000081,107.6048812000081,107.6048812000081,108.30440629995428,109.10476979985833,109.08876680000685,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
T,63,63,0,None,,,0,63,63,63,109.10476979985833,,,,,,,,,109.09146149992011,109.10476979985833,109.30475079989992,109.30475079989992,109.30475079989992,110.004971700022,110.804779099999,110.7885783999227,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
V,64,64,0,None,,,0,64,64,64,110.804779099999,,,,,,,,,110.79122479981743,110.804779099999,111.00512949982658,111.00512949982658,111.00512949982658,111.70464429981075,112.5047203998547,112.48849809984677,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
V,65,65,0,space,0.4272937001660466,0.09739629994146526,0,65,65,65,112.5047203998547,,,,,,,,,112.48873719992116,112.5047203998547,112.7045445998665,112.7045445998665,112.7045445998665,113.40485059982166,114.20480489986949,114.18856209982187,space,0.4272937001660466,0.09739629994146526,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
X,66,66,0,None,,,0,66,66,66,114.20480489986949,,,,,,,,,114.19127209996805,114.20480489986949,114.40476689999923,114.40476689999923,114.40476689999923,115.10474139987491,115.90440439991653,115.88921869988553,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
Y,67,67,0,None,,,0,67,67,67,115.90440439991653,,,,,,,,,115.89374149986543,115.90440439991653,116.10465709981509,116.10465709981509,116.10465709981509,116.80485640000552,117.60472949990071,117.58860559994355,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
Y,68,68,0,space,0.4770865999162197,0.10161060001701117,0,68,68,68,117.60472949990071,,,,,,,,,117.58886020001955,117.60472949990071,117.80464400001802,117.80464400001802,117.80464400001802,118.50446099997498,119.3038597998675,119.2879726998508,space,0.4770865999162197,0.10161060001701117,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
Z,69,69,0,None,,,0,69,69,69,119.3038597998675,,,,,,,,,119.29181899991818,119.3038597998675,119.50414559990168,119.50414559990168,119.50414559990168,120.20459480001591,121.0044378999155,120.98921499983408,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
A,70,70,0,None,,,0,70,70,70,121.0044378999155,,,,,,,,,120.99459639983252,121.0044378999155,121.2045181998983,121.2045181998983,121.2045181998983,121.90450720000081,122.70449569984339,122.68841589987278,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
C,71,71,0,None,,,0,71,71,71,122.70449569984339,,,,,,,,,122.69154339982197,122.70449569984339,122.90472189988941,122.90472189988941,122.90472189988941,123.60421509994194,124.4044794999063,124.38842589990236,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
C,72,72,0,space,0.3876407998614013,0.10778039996512234,0,72,72,72,124.4044794999063,,,,,,,,,124.38867389992811,124.4044794999063,124.60446599987336,124.60446599987336,124.60446599987336,125.30478339991532,126.10423779999837,126.08857219992206,space,0.3876407998614013,0.10778039996512234,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
E,73,73,0,None,,,0,73,73,73,126.10423779999837,,,,,,,,,126.09186139982194,126.10423779999837,126.30417419993319,126.30417419993319,126.30417419993319,127.00500270002522,127.80385209992528,127.78811129997484,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
F,74,74,0,None,,,0,74,74,74,127.80385209992528,,,,,,,,,127.79138149996288,127.80385209992528,128.00422180001624,128.00422180001624,128.00422180001624,128.7044529998675,129.50428619980812,129.4882626000326,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
H,75,75,0,None,,,0,75,75,75,129.50428619980812,,,,,,,,,129.49215269996785,129.50428619980812,129.70404460001737,129.70404460001737,129.70404460001737,130.4040742998477,131.20451169996522,131.1882213000208,None,,,,,,005,001,2025-11-19_20h26.23.490,N back,,2025.1.1,60.26703120261389,2025-11-19 20h26.36.879702 +0530,
