letter,thisN,thisTrialN,thisRepN,respp.keys,respp.rt,respp.duration,mainloop.thisRepN,mainloop.thisTrialN,mainloop.thisN,mainloop.thisIndex,thisRow.t,notes,Instructions.started,text.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,mainfixation.started,leterrrrrrr.started,respp.started,mainfixation.stopped,leterrrrrrr.stopped,respp.stopped,trial.stopped,mainloop.respp.keys,mainloop.respp.rt,mainloop.respp.duration,thanks_2.started,thankyou.started,end.started,thanks_2.stopped,end.keys,end.rt,end.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
K,9,9,0,space,0.8490263998974115,0.1391992000862956,0,9,9,9,29.005035399924964,,,,,,,,,28.98870039987378,29.005035399924964,29.20504409982823,29.20504409982823,29.20504409982823,29.90561080002226,30.705368499970064,30.689192099962384,space,0.8490263998974115,0.1391992000862956,,,,,,,,004,001,2025-11-19_17h02.08.671,N back,,2025.1.1,59.90000299641761,2025-11-19 17h02.15.827737 +0530,
L,10,10,0,None,,,0,10,10,10,30.705368499970064,,,,,,,,,30.694013099884614,30.705368499970064,30.90584270004183,30.90584270004183,30.90584270004183,31.6047258998733,32.405682099983096,32.389621699927375,None,,,,,,,,,,004,001,2025-11-19_17h02.08.671,N back,,2025.1.1,59.90000299641761,2025-11-19 17h02.15.827737 +0530,
M,11,11,0,None,,,0,11,11,11,32.405682099983096,,,,,,,,,32.39253479987383,32.405682099983096,32.60544930002652,32.60544930002652,32.60544930002652,33.305487599922344,34.10542589984834,34.09037519991398,None,,,,,,,,,,004,001,2025-11-19_17h02.08.671,N back,,2025.1.1,59.90000299641761,2025-11-19 17h02.15.827737 +0530,
M,12,12,0,space,0.5501319000031799,0.15765010006725788,0,12,12,12,34.10542589984834,,,,,,,,,34.09087589988485,34.10542589984834,34.305666599888355,34.305666599888355,34.305666599888355,35.00588049995713,35.80532499984838,35.79022109997459,space,0.5501319000031799,0.15765010006725788,,,,,,,,004,001,2025-11-19_17h02.08.671,N back,,2025.1.1,59.90000299641761,2025-11-19 17h02.15.827737 +0530,
P,13,13,0,None,,,0,13,13,13,35.80532499984838,,,,,,,,,35.79602689994499,35.80532499984838,36.00572679983452,36.00572679983452,36.00572679983452,36.705710700014606,37.505158899817616,37.48845950001851,None,,,,,,,,,,004,001,2025-11-19_17h02.08.671,N back,,2025.1.1,59.90000299641761,2025-11-19 17h02.15.827737 +0530,
Q,14,14,0,None,,,0,14,14,14,37.505158899817616,,,,,,,,,37.492564199958,37.505158899817616,37.705659499857575,37.705659499857575,37.705659499857575,38.4220966999419,39.205100500024855,39.190240399912,None,,,,,,,,,,004,001,2025-11-19_17h02.08.671,N back,,2025.1.1,59.90000299641761,2025-11-19 17h02.15.827737 +0530,
R,15,15,0,None,,,0,15,15,15,39.205100500024855,,,,,,,,,39.19942620000802,39.205100500024855,39.405369699932635,39.405369699932635,39.405369699932635,40.10560919996351,40.90560889989138,40.88930329983123,None,,,,,,,,,,004,001,2025-11-19_17h02.08.671,N back,,2025.1.1,59.90000299641761,2025-11-19 17h02.15.827737 +0530,
R,16,16,0,space,0.6031702999025583,0.16264329990372062,0,16,16,16,40.90560889989138,,,,,,,,,40.88963219989091,40.90560889989138,41.10517099988647,41.10517099988647,41.10517099988647,41.80533370003104,42.605464099906385,42.58952030004002,space,0.6031702999025583,0.16264329990372062,,,,,,,,004,001,2025-11-19_17h02.08.671,N back,,2025.1.1,59.90000299641761,2025-11-19 17h02.15.827737 +0530,
T,17,17,0,None,,,0,17,17,17,42.605464099906385,,,,,,,,,42.59283569990657,42.605464099906385,42.80531549989246,42.80531549989246,42.80531549989246,43.505470799980685,44.30480999988504,44.28944369987585,None,,,,,,,,,,004,001,2025-11-19_17h02.08.671,N back,,2025.1.1,59.90000299641761,2025-11-19 17h02.15.827737 +0530,
V,18,18,0,None,,,0,18,18,18,44.30480999988504,,,,,,,,,44.295740799978375,44.30480999988504,44.5053175999783,44.5053175999783,44.5053175999783,45.20534610003233,46.005237199831754,45.9892154999543,None,,,,,,,,,,004,001,2025-11-19_17h02.08.671,N back,,2025.1.1,59.90000299641761,2025-11-19 17h02.15.827737 +0530,
