reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
64,75,105,44,44,0,t,1.6872044000192545,0.24911740003153682,0,44,44,53,136.02776550001,,136.01799640001263,136.02776550001,137.01131989998976,137.01131989998976,137.02785790001508,138.96181529999012,t,1.6872044000192545,0.24911740003153682,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
91,95,72,45,45,0,t,1.5073750000447035,0.19280839996645227,0,45,45,72,138.9774229999748,,138.96763400000054,138.9774229999748,139.96051000000443,139.96051000000443,139.97716710000532,141.66210870002396,t,1.5073750000447035,0.19280839996645227,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
21,44,87,46,46,0,l,2.5540384000050835,0.1820198999485001,0,46,46,69,141.67730390001088,,141.66684449999593,141.67730390001088,142.67772540001897,142.67772540001897,142.67772540001897,145.42740659997799,l,2.5540384000050835,0.1820198999485001,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
70,92,15,47,47,0,l,2.531365700007882,0.2229315000004135,0,47,47,28,145.4436281999806,,145.4306641999865,145.4436281999806,146.42718659999082,146.42718659999082,146.4443578000064,149.1953278000001,l,2.531365700007882,0.2229315000004135,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
72,99,119,48,48,0,t,1.835397400020156,0.296799200004898,0,48,48,61,149.21059009997407,,149.20048429997405,149.21059009997407,150.21085769997444,150.21085769997444,150.21085769997444,152.34437499998603,t,1.835397400020156,0.296799200004898,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
55,56,93,49,49,0,t,1.0577201999840327,0.2088213000097312,0,49,49,32,152.3608368000132,,152.3491376999882,152.3608368000132,153.3440394999925,153.3440394999925,153.36057090002578,154.6123464999837,t,1.0577201999840327,0.2088213000097312,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
54,78,86,50,50,0,t,1.9268060999456793,0.1504673000308685,0,50,50,37,154.62714549998054,,154.6182757000206,154.62714549998054,155.62752009998076,155.62752009998076,155.62752009998076,157.71077250002418,t,1.9268060999456793,0.1504673000308685,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
4,29,176,51,51,0,l,2.6151156999985687,0.2130460999906063,0,51,51,93,157.72670769999968,,157.71415409998735,157.72670769999968,158.71039800002472,158.71039800002472,158.72749099996872,161.54465039999923,l,2.6151156999985687,0.2130460999906063,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
63,68,99,52,52,0,t,1.4614800999988802,0.18558279995340854,0,52,52,60,161.56036130001303,,161.54947279999033,161.56036130001303,162.54383149999194,162.54383149999194,162.5613699000096,164.1943516000174,t,1.4614800999988802,0.18558279995340854,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
78,89,168,53,53,0,t,1.2895212000003085,0.2385455000330694,0,53,53,99,164.21054359996924,,164.1999565999722,164.21054359996924,165.21025220002048,165.21025220002048,165.21025220002048,166.74440929997945,t,1.2895212000003085,0.2385455000330694,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
9,39,173,54,54,0,t,0.06901869998546317,0.11469539999961853,0,54,54,47,166.76072040002327,,166.74914209998678,166.76072040002327,167.74380619998556,167.74380619998556,167.76048940001056,167.9438173000235,t,0.06901869998546317,0.11469539999961853,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
49,61,50,55,55,0,t,2.5971894999966025,0.23753990000113845,0,55,55,21,167.95987600000808,,167.9482236999902,167.95987600000808,168.9432157999836,168.9432157999836,168.95995400001993,171.7789149999735,t,2.5971894999966025,0.23753990000113845,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
2,36,5,56,56,0,l,1.8019841000204906,0.15711789997294545,0,56,56,95,171.79391070001293,,171.7835409999825,171.79391070001293,172.79387850000057,172.79387850000057,172.79387850000057,174.7616295000189,l,1.8019841000204906,0.15711789997294545,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
45,46,44,57,57,0,t,1.6337742999894544,0.17481200001202524,0,57,57,38,174.776663800003,,174.77040999999736,174.776663800003,175.77704159996938,175.77704159996938,175.77704159996938,177.59394599997904,t,1.6337742999894544,0.17481200001202524,1,001,2025-11-03_16h57.11.523,Delay Discounting,,2025.1.1,60.01813747951342,2025-11-03 16h57.17.362276 +0530,
