thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
56,0,56,[np.float64(-0.22037037037037038)],[np.float64(-0.20925925925925926)],[1],[0],[0],[1.33866099989973],['target'],56,0,56,0,90.20957589987665,,5,90.20520059997216,90.20957589987665,90.20957589987665,0.008790099993348122,91.54395989980549,[np.float64(-0.22037037037037038)],[np.float64(-0.20925925925925926)],[1],[0],[0],[1.33866099989973],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
57,0,57,[np.float64(0.43148148148148147)],[np.float64(-0.07037037037037037)],[1],[0],[0],[1.1488039998803288],['target'],57,0,57,0,91.5650768999476,,10,91.55916229984723,91.5650768999476,91.5650768999476,0.015039699850603938,92.70813809987158,[np.float64(0.43148148148148147)],[np.float64(-0.07037037037037037)],[1],[0],[0],[1.1488039998803288],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
58,0,58,[np.float64(-0.33611111111111114)],[np.float64(-0.14629629629629629)],[1],[0],[0],[1.1164772999472916],[None],58,0,58,0,92.73306209989823,,10,92.72708259988576,92.73306209989823,92.73306209989823,0.01855999999679625,93.84366089990363,[np.float64(-0.33611111111111114)],[np.float64(-0.14629629629629629)],[1],[0],[0],[1.1164772999472916],[None],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
59,0,59,[np.float64(0.08981481481481482)],[np.float64(-0.3509259259259259)],[1],[0],[0],[1.3171500999014825],[None],59,0,59,0,93.86500249989331,,10,93.85894669988193,93.86500249989331,93.86500249989331,0.015087799867615104,95.17616629996337,[np.float64(0.08981481481481482)],[np.float64(-0.3509259259259259)],[1],[0],[0],[1.3171500999014825],[None],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
60,0,60,[np.float64(-0.125)],[np.float64(0.13796296296296295)],[1],[0],[0],[1.058661999879405],['target'],60,0,60,0,95.18882239982486,,5,95.18392759980634,95.18882239982486,95.18882239982486,0.007613199995830655,96.24266099999659,[np.float64(-0.125)],[np.float64(0.13796296296296295)],[1],[0],[0],[1.058661999879405],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
61,0,61,[np.float64(-0.2361111111111111)],[np.float64(0.19907407407407407)],[1],[0],[0],[0.9732516000512987],['target'],61,0,61,0,96.25820169993676,,5,96.25357239996083,96.25820169993676,96.25820169993676,0.010784599930047989,97.2269135999959,[np.float64(-0.2361111111111111)],[np.float64(0.19907407407407407)],[1],[0],[0],[0.9732516000512987],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
62,0,62,[np.float64(-0.2175925925925926)],[np.float64(-0.18796296296296297)],[1],[0],[0],[1.074910999974236],['target'],62,0,62,0,97.23943359986879,,5,97.23520489991643,97.23943359986879,97.23943359986879,0.00814000004902482,98.31019799993373,[np.float64(-0.2175925925925926)],[np.float64(-0.18796296296296297)],[1],[0],[0],[1.074910999974236],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
63,0,63,[np.float64(0.13425925925925927)],[np.float64(-0.24166666666666667)],[1],[0],[0],[1.1720255000982434],[None],63,0,63,0,98.32675549993291,,5,98.32246279995888,98.32675549993291,98.32675549993291,0.012129300041124225,99.49459669995122,[np.float64(0.13425925925925927)],[np.float64(-0.24166666666666667)],[1],[0],[0],[1.1720255000982434],[None],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
64,0,64,[np.float64(-0.23981481481481481)],[np.float64(-0.2351851851851852)],[1],[0],[0],[1.1024148999713361],['target'],64,0,64,0,99.51588329998776,,10,99.5099122999236,99.51588329998776,99.51588329998776,0.015128699829801917,100.61242559994571,[np.float64(-0.23981481481481481)],[np.float64(-0.2351851851851852)],[1],[0],[0],[1.1024148999713361],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
65,0,65,[np.float64(0.34444444444444444)],[np.float64(-0.15185185185185185)],[1],[0],[0],[1.2453272000420839],[None],65,0,65,0,100.63480539992452,,10,100.6289043999277,100.63480539992452,100.63480539992452,0.01626449986360967,101.87434690003283,[np.float64(0.34444444444444444)],[np.float64(-0.15185185185185185)],[1],[0],[0],[1.2453272000420839],[None],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
66,0,66,[np.float64(-0.13425925925925927)],[np.float64(-0.1361111111111111)],[1],[0],[0],[1.1684397000353783],['target'],66,0,66,0,101.89645879995078,,10,101.88978550001048,101.89645879995078,101.89645879995078,0.015207000076770782,103.05838379985653,[np.float64(-0.13425925925925927)],[np.float64(-0.1361111111111111)],[1],[0],[0],[1.1684397000353783],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
67,0,67,[np.float64(-0.04814814814814815)],[np.float64(0.49166666666666664)],[1],[0],[0],[1.4095073000062257],['target'],67,0,67,0,103.07500199996866,,5,103.07048869994469,103.07500199996866,103.07500199996866,0.011563499923795462,104.48009780002758,[np.float64(-0.04814814814814815)],[np.float64(0.49166666666666664)],[1],[0],[0],[1.4095073000062257],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
68,0,68,[np.float64(0.44814814814814813)],[np.float64(-0.14074074074074075)],[1],[0],[0],[1.295939999865368],[None],68,0,68,0,104.5019670999609,,10,104.4961575998459,104.5019670999609,104.5019670999609,0.015874699922278523,105.79219689988531,[np.float64(0.44814814814814813)],[np.float64(-0.14074074074074075)],[1],[0],[0],[1.295939999865368],[None],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
69,0,69,[np.float64(-0.19907407407407407)],[np.float64(0.2712962962962963)],[1],[0],[0],[1.5524351000785828],['target'],69,0,69,0,105.81378939980641,,10,105.8077877999749,105.81378939980641,105.81378939980641,0.015369300032034516,107.36030990001746,[np.float64(-0.19907407407407407)],[np.float64(0.2712962962962963)],[1],[0],[0],[1.5524351000785828],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
70,0,70,[np.float64(0.4388888888888889)],[np.float64(-0.30277777777777776)],[1],[0],[0],[1.110393299954012],['target'],70,0,70,0,107.37281969981268,,5,107.36864009988494,107.37281969981268,107.37281969981268,0.008148499997332692,108.47914179996587,[np.float64(0.4388888888888889)],[np.float64(-0.30277777777777776)],[1],[0],[0],[1.110393299954012],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
71,0,71,[np.float64(0.04814814814814815)],[np.float64(0.22870370370370371)],[1],[0],[0],[1.396683600032702],['target'],71,0,71,0,108.50209510000423,,10,108.49571629986167,108.50209510000423,108.50209510000423,0.016381400171667337,109.89246429991908,[np.float64(0.04814814814814815)],[np.float64(0.22870370370370371)],[1],[0],[0],[1.396683600032702],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
72,0,72,[np.float64(-0.07407407407407407)],[np.float64(-0.22777777777777777)],[1],[0],[0],[1.2730227999854833],['target'],72,0,72,0,109.91177649982274,,10,109.90615960001014,109.91177649982274,109.91177649982274,0.013547700131312013,111.17928739986382,[np.float64(-0.07407407407407407)],[np.float64(-0.22777777777777777)],[1],[0],[0],[1.2730227999854833],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
73,0,73,[np.float64(0.027777777777777776)],[np.float64(-0.4222222222222222)],[1],[0],[0],[1.2220022999681532],['target'],73,0,73,0,111.19320610002615,,5,111.18884129985236,111.19320610002615,111.19320610002615,0.009339000098407269,112.4109432999976,[np.float64(0.027777777777777776)],[np.float64(-0.4222222222222222)],[1],[0],[0],[1.2220022999681532],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
74,0,74,[np.float64(-0.3814814814814815)],[np.float64(0.053703703703703705)],[1],[0],[0],[1.3808832000941038],['target'],74,0,74,0,112.43150679999962,,10,112.42573089990765,112.43150679999962,112.43150679999962,0.014627000084146857,113.80668559996411,[np.float64(-0.3814814814814815)],[np.float64(0.053703703703703705)],[1],[0],[0],[1.3808832000941038],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
75,0,75,[np.float64(-0.11574074074074074)],[np.float64(0.28055555555555556)],[1],[0],[0],[1.7711262998636812],[None],75,0,75,0,113.82795429998077,,10,113.82176769990474,113.82795429998077,113.82795429998077,0.014951199991628528,115.59299259982072,[np.float64(-0.11574074074074074)],[np.float64(0.28055555555555556)],[1],[0],[0],[1.7711262998636812],[None],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
76,0,76,[np.float64(0.3194444444444444)],[np.float64(-0.10277777777777777)],[1],[0],[0],[1.333228100091219],['target'],76,0,76,0,115.61312059988268,,10,115.60706939990632,115.61312059988268,115.61312059988268,0.01391550013795495,116.94042179989628,[np.float64(0.3194444444444444)],[np.float64(-0.10277777777777777)],[1],[0],[0],[1.333228100091219],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
77,0,77,[np.float64(-0.1)],[np.float64(-0.10555555555555556)],[1],[0],[0],[1.169082700042054],['target'],77,0,77,0,116.96238469984382,,10,116.95650490000844,116.96238469984382,116.96238469984382,0.01580310007557273,118.1256568999961,[np.float64(-0.1)],[np.float64(-0.10555555555555556)],[1],[0],[0],[1.169082700042054],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
78,0,78,[np.float64(0.22314814814814815)],[np.float64(-0.23703703703703705)],[1],[0],[0],[1.245110800024122],['target'],78,0,78,0,118.13863039994612,,5,118.13304079999216,118.13863039994612,118.13863039994612,0.007247400004416704,119.37826909986325,[np.float64(0.22314814814814815)],[np.float64(-0.23703703703703705)],[1],[0],[0],[1.245110800024122],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
79,0,79,[np.float64(0.03425925925925926)],[np.float64(-0.44537037037037036)],[1],[0],[0],[1.447821200126782],['target'],79,0,79,0,119.39855089993216,,10,119.39253409998491,119.39855089993216,119.39855089993216,0.01410469994880259,120.840487399837,[np.float64(0.03425925925925926)],[np.float64(-0.44537037037037036)],[1],[0],[0],[1.447821200126782],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
80,0,80,[np.float64(0.47314814814814815)],[np.float64(-0.07037037037037037)],[1],[0],[0],[1.2501988001167774],['target'],80,0,80,0,120.86290549999103,,10,120.85696549993008,120.86290549999103,120.86290549999103,0.016230299836024642,122.10726999980398,[np.float64(0.47314814814814815)],[np.float64(-0.07037037037037037)],[1],[0],[0],[1.2501988001167774],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
81,0,81,[np.float64(-0.49166666666666664)],[np.float64(0.2675925925925926)],[1],[0],[0],[2.403056599898264],['target'],81,0,81,0,122.13110809982754,,10,122.12492909980938,122.13110809982754,122.13110809982754,0.017446199897676706,124.52807220001705,[np.float64(-0.49166666666666664)],[np.float64(0.2675925925925926)],[1],[0],[0],[2.403056599898264],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
82,0,82,[np.float64(-0.3592592592592593)],[np.float64(0.3287037037037037)],[1],[0],[0],[1.0337718999944627],['target'],82,0,82,0,124.54896479984745,,10,124.54326969990507,124.54896479984745,124.54896479984745,0.015021400060504675,125.57714349986054,[np.float64(-0.3592592592592593)],[np.float64(0.3287037037037037)],[1],[0],[0],[1.0337718999944627],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
83,0,83,[np.float64(-0.09537037037037037)],[np.float64(-0.35833333333333334)],[1],[0],[0],[1.2203654998447746],[None],83,0,83,0,125.59001439996064,,5,125.58616289985366,125.59001439996064,125.59001439996064,0.008818200090900064,126.80664799991064,[np.float64(-0.09537037037037037)],[np.float64(-0.35833333333333334)],[1],[0],[0],[1.2203654998447746],[None],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
84,0,84,[np.float64(-0.3472222222222222)],[np.float64(-0.26944444444444443)],[1],[0],[0],[1.0659690001048148],['target'],84,0,84,0,126.83294019987807,,10,126.82657349994406,126.83294019987807,126.83294019987807,0.019738900009542704,127.89260999998078,[np.float64(-0.3472222222222222)],[np.float64(-0.26944444444444443)],[1],[0],[0],[1.0659690001048148],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
85,0,85,[np.float64(0.1675925925925926)],[np.float64(-0.2037037037037037)],[1],[0],[0],[1.1448191001545638],[None],85,0,85,0,127.90522610000335,,5,127.90004509990104,127.90522610000335,127.90522610000335,0.007298600161448121,129.044981099898,[np.float64(0.1675925925925926)],[np.float64(-0.2037037037037037)],[1],[0],[0],[1.1448191001545638],[None],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
86,0,86,[np.float64(-0.1037037037037037)],[np.float64(-0.43703703703703706)],[1],[0],[0],[0.9462105000857264],[None],86,0,86,0,129.06932839984074,,10,129.06323229987174,129.06932839984074,129.06932839984074,0.018057500012218952,130.00953239994124,[np.float64(-0.1037037037037037)],[np.float64(-0.43703703703703706)],[1],[0],[0],[0.9462105000857264],[None],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
87,0,87,[np.float64(0.35833333333333334)],[np.float64(0.03148148148148148)],[1],[0],[0],[1.1417029998265207],['target'],87,0,87,0,130.0232068998739,,5,130.01896469993517,130.0232068998739,130.0232068998739,0.009243899956345558,131.16077620000578,[np.float64(0.35833333333333334)],[np.float64(0.03148148148148148)],[1],[0],[0],[1.1417029998265207],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
88,0,88,[np.float64(-0.3472222222222222)],[np.float64(-0.2074074074074074)],[1],[0],[0],[1.1238895000424236],['target'],88,0,88,0,131.17482910002582,,5,131.17078499984927,131.17482910002582,131.17482910002582,0.009828000096604228,132.2947903999593,[np.float64(-0.3472222222222222)],[np.float64(-0.2074074074074074)],[1],[0],[0],[1.1238895000424236],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
89,0,89,[np.float64(0.36666666666666664)],[np.float64(0.35833333333333334)],[1],[0],[0],[1.2906210999935865],['target'],89,0,89,0,132.30820530001074,,5,132.30371739994735,132.30820530001074,132.30820530001074,0.008748899912461638,133.594459899934,[np.float64(0.36666666666666664)],[np.float64(0.35833333333333334)],[1],[0],[0],[1.2906210999935865],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
90,0,90,[np.float64(-0.32314814814814813)],[np.float64(-0.2833333333333333)],[1],[0],[0],[1.1154392999596894],['target'],90,0,90,0,133.61976309982128,,10,133.61191969993524,133.61976309982128,133.61976309982128,0.01724490011110902,134.72746609989554,[np.float64(-0.32314814814814813)],[np.float64(-0.2833333333333333)],[1],[0],[0],[1.1154392999596894],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
91,0,91,[np.float64(0.03611111111111111)],[np.float64(0.30833333333333335)],[1],[0],[0],[1.0925537999719381],['target'],91,0,91,0,134.7424469999969,,5,134.7365114998538,134.7424469999969,134.7424469999969,0.008826000150293112,135.82917629997246,[np.float64(0.03611111111111111)],[np.float64(0.30833333333333335)],[1],[0],[0],[1.0925537999719381],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
92,0,92,[np.float64(0.1925925925925926)],[np.float64(-0.37407407407407406)],[1],[0],[0],[1.5150750998873264],['target'],92,0,92,0,135.85134709998965,,10,135.84455629996955,135.85134709998965,135.85134709998965,0.015205999836325645,137.35973579995334,[np.float64(0.1925925925925926)],[np.float64(-0.37407407407407406)],[1],[0],[0],[1.5150750998873264],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
93,0,93,[np.float64(-0.32685185185185184)],[np.float64(0.28888888888888886)],[1],[0],[0],[1.440096299862489],['target'],93,0,93,0,137.37546519981697,,5,137.37086030002683,137.37546519981697,137.37546519981697,0.010895400075241923,138.81105329981074,[np.float64(-0.32685185185185184)],[np.float64(0.28888888888888886)],[1],[0],[0],[1.440096299862489],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
94,0,94,[np.float64(0.34814814814814815)],[np.float64(0.4222222222222222)],[1],[0],[0],[1.6344747999683022],['target'],94,0,94,0,138.83198220003396,,10,138.82617040001787,138.83198220003396,138.83198220003396,0.014943600166589022,140.46076419996098,[np.float64(0.34814814814814815)],[np.float64(0.4222222222222222)],[1],[0],[0],[1.6344747999683022],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
95,0,95,[np.float64(0.2898148148148148)],[np.float64(0.025)],[1],[0],[0],[1.2148035999853164],['target'],95,0,95,0,140.48452339996584,,10,140.4776930999942,140.48452339996584,140.48452339996584,0.016678699990734458,141.69257379998453,[np.float64(0.2898148148148148)],[np.float64(0.025)],[1],[0],[0],[1.2148035999853164],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
96,0,96,[np.float64(0.325)],[np.float64(-0.3574074074074074)],[1],[0],[0],[1.2293130001053214],[None],96,0,96,0,141.70521309995092,,5,141.70014379988424,141.70521309995092,141.70521309995092,0.007425599964335561,142.9295691999141,[np.float64(0.325)],[np.float64(-0.3574074074074074)],[1],[0],[0],[1.2293130001053214],[None],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
97,0,97,[np.float64(0.0824074074074074)],[np.float64(-0.019444444444444445)],[1],[0],[0],[1.0641554000321776],[None],97,0,97,0,142.9522294998169,,10,142.9454875998199,142.9522294998169,142.9522294998169,0.015729199862107635,144.0097168998327,[np.float64(0.0824074074074074)],[np.float64(-0.019444444444444445)],[1],[0],[0],[1.0641554000321776],[None],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
98,0,98,[np.float64(-0.05555555555555555)],[np.float64(-0.012037037037037037)],[1],[0],[0],[1.1168495998717844],['target'],98,0,98,0,144.0299384999089,,10,144.0233755998779,144.0299384999089,144.0299384999089,0.013508699834346771,145.14035629993305,[np.float64(-0.05555555555555555)],[np.float64(-0.012037037037037037)],[1],[0],[0],[1.1168495998717844],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
99,0,99,[np.float64(0.2101851851851852)],[np.float64(0.049074074074074076)],[1],[0],[0],[1.2195182000286877],[None],99,0,99,0,145.16358819999732,,10,145.15704159997404,145.16358819999732,145.16358819999732,0.016427400056272745,146.37666509998962,[np.float64(0.2101851851851852)],[np.float64(0.049074074074074076)],[1],[0],[0],[1.2195182000286877],[None],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
100,0,100,[np.float64(0.1787037037037037)],[np.float64(-0.10648148148148148)],[1],[0],[0],[1.0182399998884648],['target'],100,0,100,0,146.39885209989734,,10,146.3927225000225,146.39885209989734,146.39885209989734,0.015842200024053454,147.411082000006,[np.float64(0.1787037037037037)],[np.float64(-0.10648148148148148)],[1],[0],[0],[1.0182399998884648],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
101,0,101,[np.float64(0.3111111111111111)],[np.float64(-0.3)],[1],[0],[0],[1.3193999999202788],['target'],101,0,101,0,147.42944710003212,,5,147.4246976999566,147.42944710003212,147.42944710003212,0.013347999891266227,148.7443568999879,[np.float64(0.3111111111111111)],[np.float64(-0.3)],[1],[0],[0],[1.3193999999202788],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
102,0,102,[np.float64(-0.08148148148148149)],[np.float64(0.13240740740740742)],[1],[0],[0],[1.2240951000712812],['target'],102,0,102,0,148.75778819993138,,5,148.75287149986252,148.75778819993138,148.75778819993138,0.008330499986186624,149.97705879993737,[np.float64(-0.08148148148148149)],[np.float64(0.13240740740740742)],[1],[0],[0],[1.2240951000712812],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
103,0,103,[np.float64(-0.15555555555555556)],[np.float64(-0.10555555555555556)],[1],[0],[0],[1.0179022999946028],['target'],103,0,103,0,149.99312729993835,,5,149.98811829998158,149.99312729993835,149.99312729993835,0.010907199932262301,151.00610859994777,[np.float64(-0.15555555555555556)],[np.float64(-0.10555555555555556)],[1],[0],[0],[1.0179022999946028],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
104,0,104,[np.float64(-0.000925925925925926)],[np.float64(-0.19907407407407407)],[1],[0],[0],[1.0701829998288304],[None],104,0,104,0,151.0308403999079,,10,151.02432269998826,151.0308403999079,151.0308403999079,0.01804780005477369,152.09460439998657,[np.float64(-0.000925925925925926)],[np.float64(-0.19907407407407407)],[1],[0],[0],[1.0701829998288304],[None],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
105,0,105,[np.float64(0.06944444444444445)],[np.float64(0.06851851851851852)],[1],[0],[0],[1.0304000000469387],['target'],105,0,105,0,152.11965169990435,,10,152.11254270002246,152.11965169990435,152.11965169990435,0.017740700161084533,153.14303689985536,[np.float64(0.06944444444444445)],[np.float64(0.06851851851851852)],[1],[0],[0],[1.0304000000469387],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
106,0,106,[np.float64(0.2462962962962963)],[np.float64(0.46296296296296297)],[1],[0],[0],[2.201437799958512],[None],106,0,106,0,153.1652088998817,,10,153.15861179982312,153.1652088998817,153.1652088998817,0.015391299966722727,155.3601311999373,[np.float64(0.2462962962962963)],[np.float64(0.46296296296296297)],[1],[0],[0],[2.201437799958512],[None],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
107,0,107,[np.float64(0.09814814814814815)],[np.float64(-0.049074074074074076)],[1],[0],[0],[1.1925007000099868],[None],107,0,107,0,155.37270289985463,,5,155.36827740003355,155.37270289985463,155.37270289985463,0.007977500092238188,156.56088020000607,[np.float64(0.09814814814814815)],[np.float64(-0.049074074074074076)],[1],[0],[0],[1.1925007000099868],[None],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
108,0,108,[np.float64(0.05092592592592592)],[np.float64(-0.12222222222222222)],[1],[0],[0],[1.5001525001134723],['target'],108,0,108,0,156.58203029981814,,10,156.57596990000457,156.58203029981814,156.58203029981814,0.014922400005161762,158.07622059993446,[np.float64(0.05092592592592592)],[np.float64(-0.12222222222222222)],[1],[0],[0],[1.5001525001134723],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
109,0,109,[np.float64(-0.29444444444444445)],[np.float64(-0.25462962962962965)],[1],[0],[0],[1.199940900085494],[None],109,0,109,0,158.09992969990708,,10,158.09349999995902,158.09992969990708,158.09992969990708,0.017074899980798364,159.2935285998974,[np.float64(-0.29444444444444445)],[np.float64(-0.25462962962962965)],[1],[0],[0],[1.199940900085494],[None],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
110,0,110,[np.float64(0.05185185185185185)],[np.float64(-0.26666666666666666)],[1],[0],[0],[1.3844079000409693],[None],110,0,110,0,159.31496729981154,,10,159.30867169983685,159.31496729981154,159.31496729981154,0.014963699970394373,160.693172799889,[np.float64(0.05185185185185185)],[np.float64(-0.26666666666666666)],[1],[0],[0],[1.3844079000409693],[None],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
111,0,111,[np.float64(-0.42592592592592593)],[np.float64(0.37037037037037035)],[1],[0],[0],[1.3690488000866026],['target'],111,0,111,0,160.7151391999796,,10,160.70885579986498,160.7151391999796,160.7151391999796,0.015481699956580997,162.07800199999474,[np.float64(-0.42592592592592593)],[np.float64(0.37037037037037035)],[1],[0],[0],[1.3690488000866026],['target'],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
112,0,112,[np.float64(0.4666666666666667)],[np.float64(-0.009259259259259259)],[1],[0],[0],[1.4341883000452071],[None],112,0,112,0,162.10032079997472,,10,162.09382479987107,162.10032079997472,162.10032079997472,0.015626100124791265,163.52811299986206,[np.float64(0.4666666666666667)],[np.float64(-0.009259259259259259)],[1],[0],[0],[1.4341883000452071],[None],5,001,2025-09-30_15h59.34.260,Visual Search,,2025.1.1,60.09568430757593,2025-09-30 16h01.23.710853 +0530,
