thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
22,0,22,[np.float64(0.14166666666666666)],[np.float64(0.2712962962962963)],[1],[0],[0],[1.1772117000073195],['target'],22,0,22,0,29.697523599956185,,5,29.691573099931702,29.697523599956185,29.697523599956185,0.008780600037425756,30.86887629982084,[np.float64(0.14166666666666666)],[np.float64(0.2712962962962963)],[1],[0],[0],[1.1772117000073195],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
23,0,23,[np.float64(-0.4064814814814815)],[np.float64(-0.32685185185185184)],[1],[0],[0],[1.7840313999913633],['target'],23,0,23,0,30.89093969995156,,10,30.884901799960062,30.89093969995156,30.89093969995156,0.01586179994046688,32.669027499854565,[np.float64(-0.4064814814814815)],[np.float64(-0.32685185185185184)],[1],[0],[0],[1.7840313999913633],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
24,0,24,[np.float64(-0.38796296296296295)],[np.float64(0.04259259259259259)],[1],[0],[0],[1.4483198001980782],['target'],24,0,24,0,32.68959889980033,,10,32.683768699876964,32.68959889980033,32.68959889980033,0.014547999948263168,34.1321782998275,[np.float64(-0.38796296296296295)],[np.float64(0.04259259259259259)],[1],[0],[0],[1.4483198001980782],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
25,0,25,[np.float64(0.25277777777777777)],[np.float64(0.06388888888888888)],[1],[0],[0],[1.3424885000567883],['target'],25,0,25,0,34.14711739984341,,5,34.142513799946755,34.14711739984341,34.14711739984341,0.010128699941560626,35.48510229983367,[np.float64(0.25277777777777777)],[np.float64(0.06388888888888888)],[1],[0],[0],[1.3424885000567883],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
26,0,26,[np.float64(0.23333333333333334)],[np.float64(0.3611111111111111)],[1],[0],[0],[1.4086258998140693],['target'],26,0,26,0,35.499017799971625,,5,35.49458019994199,35.499017799971625,35.499017799971625,0.009311799891293049,36.903399999951944,[np.float64(0.23333333333333334)],[np.float64(0.3611111111111111)],[1],[0],[0],[1.4086258998140693],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
27,0,27,[np.float64(0.3685185185185185)],[np.float64(0.1175925925925926)],[1],[0],[0],[1.1338814999908209],['target'],27,0,27,0,36.91865639993921,,5,36.91458179987967,36.91865639993921,36.91865639993921,0.010624000104144216,38.04858099995181,[np.float64(0.3685185185185185)],[np.float64(0.1175925925925926)],[1],[0],[0],[1.1338814999908209],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
28,0,28,[np.float64(0.23981481481481481)],[np.float64(0.3212962962962963)],[1],[0],[0],[1.1537105001043528],['target'],28,0,28,0,38.07322999997996,,10,38.06712009990588,38.07322999997996,38.07322999997996,0.0183226999361068,39.22092669992708,[np.float64(0.23981481481481481)],[np.float64(0.3212962962962963)],[1],[0],[0],[1.1537105001043528],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
29,0,29,[np.float64(-0.3814814814814815)],[np.float64(0.42777777777777776)],[1],[0],[0],[1.5969182001426816],['target'],29,0,29,0,39.24508639983833,,10,39.23914059996605,39.24508639983833,39.24508639983833,0.01801180001348257,40.83616769989021,[np.float64(-0.3814814814814815)],[np.float64(0.42777777777777776)],[1],[0],[0],[1.5969182001426816],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
30,0,30,[np.float64(-0.3925925925925926)],[np.float64(0.4740740740740741)],[1],[0],[0],[1.5316612001042813],['target'],30,0,30,0,40.85673150001094,,10,40.850949899991974,40.85673150001094,40.85673150001094,0.014582199975848198,42.38272239989601,[np.float64(-0.3925925925925926)],[np.float64(0.4740740740740741)],[1],[0],[0],[1.5316612001042813],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
31,0,31,[np.float64(-0.28888888888888886)],[np.float64(-0.41388888888888886)],[1],[0],[0],[1.771390400128439],['target'],31,0,31,0,42.40380869992077,,10,42.39816819992848,42.40380869992077,42.40380869992077,0.015227800002321601,44.169652599841356,[np.float64(-0.28888888888888886)],[np.float64(-0.41388888888888886)],[1],[0],[0],[1.771390400128439],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
32,0,32,[np.float64(0.3074074074074074)],[np.float64(0.33425925925925926)],[1],[0],[0],[1.2572612999938428],['target'],32,0,32,0,44.1836642997805,,5,44.17945829988457,44.1836642997805,44.1836642997805,0.009616200113669038,45.436865699943155,[np.float64(0.3074074074074074)],[np.float64(0.33425925925925926)],[1],[0],[0],[1.2572612999938428],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
33,0,33,[np.float64(-0.15)],[np.float64(-0.3037037037037037)],[1],[0],[0],[1.2386894999071956],['target'],33,0,33,0,45.45104569988325,,5,45.44704969995655,45.45104569988325,45.45104569988325,0.00995650002732873,46.685842799954116,[np.float64(-0.15)],[np.float64(-0.3037037037037037)],[1],[0],[0],[1.2386894999071956],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
34,0,34,[np.float64(0.3138888888888889)],[np.float64(0.3037037037037037)],[1],[0],[0],[1.2018043999560177],['target'],34,0,34,0,46.70892759994604,,10,46.702807599911466,46.70892759994604,46.70892759994604,0.016801099991425872,47.90472409990616,[np.float64(0.3138888888888889)],[np.float64(0.3037037037037037)],[1],[0],[0],[1.2018043999560177],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
35,0,35,[np.float64(-0.22962962962962963)],[np.float64(-0.08888888888888889)],[1],[0],[0],[1.1811967000830919],['target'],35,0,35,0,47.92619999987073,,10,47.92024099989794,47.92619999987073,47.92619999987073,0.015276100020855665,49.101504399906844,[np.float64(-0.22962962962962963)],[np.float64(-0.08888888888888889)],[1],[0],[0],[1.1811967000830919],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
36,0,36,[np.float64(-0.17962962962962964)],[np.float64(0.262037037037037)],[1],[0],[0],[1.0936698000878096],['target'],36,0,36,0,49.11366579984315,,5,49.109457599930465,49.11366579984315,49.11366579984315,0.007805999834090471,50.20322799985297,[np.float64(-0.17962962962962964)],[np.float64(0.262037037037037)],[1],[0],[0],[1.0936698000878096],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
37,0,37,[np.float64(-0.412962962962963)],[np.float64(0.3277777777777778)],[1],[0],[0],[1.1736073999200016],['target'],37,0,37,0,50.216890699928626,,5,50.21243809978478,50.216890699928626,50.216890699928626,0.009032200090587139,51.38615179993212,[np.float64(-0.412962962962963)],[np.float64(0.3277777777777778)],[1],[0],[0],[1.1736073999200016],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
38,0,38,[np.float64(-0.4861111111111111)],[np.float64(-0.03148148148148148)],[1],[0],[0],[0.9520801999606192],['target'],38,0,38,0,51.40784289990552,,10,51.402037099935114,51.40784289990552,51.40784289990552,0.015683799982070923,52.35421539982781,[np.float64(-0.4861111111111111)],[np.float64(-0.03148148148148148)],[1],[0],[0],[0.9520801999606192],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
39,0,39,[np.float64(-0.43333333333333335)],[np.float64(-0.15462962962962962)],[1],[0],[0],[1.2342155000660568],['target'],39,0,39,0,52.3756821998395,,10,52.36954089999199,52.3756821998395,52.3756821998395,0.015123399905860424,53.603859699796885,[np.float64(-0.43333333333333335)],[np.float64(-0.15462962962962962)],[1],[0],[0],[1.2342155000660568],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
40,0,40,[np.float64(0.1824074074074074)],[np.float64(-0.21851851851851853)],[1],[0],[0],[1.1055976999923587],['target'],40,0,40,0,53.6183705998119,,5,53.61367859994061,53.6183705998119,53.6183705998119,0.009611600078642368,54.719390499871224,[np.float64(0.1824074074074074)],[np.float64(-0.21851851851851853)],[1],[0],[0],[1.1055976999923587],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
41,0,41,[np.float64(0.14166666666666666)],[np.float64(-0.39351851851851855)],[1],[0],[0],[1.4864892000332475],['target'],41,0,41,0,54.73341829981655,,5,54.72917820001021,54.73341829981655,54.73341829981655,0.009586700005456805,56.21571239992045,[np.float64(0.14166666666666666)],[np.float64(-0.39351851851851855)],[1],[0],[0],[1.4864892000332475],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
42,0,42,[np.float64(0.1675925925925926)],[np.float64(-0.3175925925925926)],[1],[0],[0],[1.2077393000945449],['target'],42,0,42,0,56.23041639989242,,5,56.224042899906635,56.23041639989242,56.23041639989242,0.008255699882283807,57.4318547998555,[np.float64(0.1675925925925926)],[np.float64(-0.3175925925925926)],[1],[0],[0],[1.2077393000945449],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
43,0,43,[np.float64(-0.44351851851851853)],[np.float64(-0.003703703703703704)],[1],[0],[0],[1.1699164998717606],['target'],43,0,43,0,57.4546167999506,,10,57.4487094997894,57.4546167999506,57.4546167999506,0.016725700115785003,58.61871049995534,[np.float64(-0.44351851851851853)],[np.float64(-0.003703703703703704)],[1],[0],[0],[1.1699164998717606],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
44,0,44,[np.float64(0.4601851851851852)],[np.float64(0.13148148148148148)],[1],[0],[0],[1.467162200016901],[None],44,0,44,0,58.64068189985119,,10,58.63479889999144,58.64068189985119,58.64068189985119,0.015929499873891473,60.102046199841425,[np.float64(0.4601851851851852)],[np.float64(0.13148148148148148)],[1],[0],[0],[1.467162200016901],[None],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
45,0,45,[np.float64(-0.3101851851851852)],[np.float64(0.25925925925925924)],[1],[0],[0],[1.2686952000949532],[None],45,0,45,0,60.11826329980977,,5,60.113773999968544,60.11826329980977,60.11826329980977,0.011549900053068995,61.38258649990894,[np.float64(-0.3101851851851852)],[np.float64(0.25925925925925924)],[1],[0],[0],[1.2686952000949532],[None],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
46,0,46,[np.float64(-0.41388888888888886)],[np.float64(0.3398148148148148)],[1],[0],[0],[1.017978799995035],[None],46,0,46,0,61.40564449992962,,10,61.39977449993603,61.40564449992962,61.40564449992962,0.016987300012260675,62.41787689994089,[np.float64(-0.41388888888888886)],[np.float64(0.3398148148148148)],[1],[0],[0],[1.017978799995035],[None],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
47,0,47,[np.float64(0.36944444444444446)],[np.float64(0.14722222222222223)],[1],[0],[0],[1.25449339998886],['target'],47,0,47,0,62.432401299942285,,5,62.42832969990559,62.432401299942285,62.432401299942285,0.010201100027188659,63.68297029985115,[np.float64(0.36944444444444446)],[np.float64(0.14722222222222223)],[1],[0],[0],[1.25449339998886],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
48,0,48,[np.float64(-0.20833333333333334)],[np.float64(0.0824074074074074)],[1],[0],[0],[1.3004309998359531],['target'],48,0,48,0,63.70661949994974,,10,63.70004729996435,63.70661949994974,63.70661949994974,0.01682060002349317,65.00056379986927,[np.float64(-0.20833333333333334)],[np.float64(0.0824074074074074)],[1],[0],[0],[1.3004309998359531],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
49,0,49,[np.float64(-0.3675925925925926)],[np.float64(-0.3398148148148148)],[1],[0],[0],[1.270378899993375],['target'],49,0,49,0,65.02153939986601,,10,65.01573769981042,65.02153939986601,65.02153939986601,0.01499990001320839,66.28621689998545,[np.float64(-0.3675925925925926)],[np.float64(-0.3398148148148148)],[1],[0],[0],[1.270378899993375],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
50,0,50,[np.float64(-0.16666666666666666)],[np.float64(0.3296296296296296)],[1],[0],[0],[1.3073108000680804],['target'],50,0,50,0,66.29896199982613,,5,66.29486929997802,66.29896199982613,66.29896199982613,0.008450299967080355,67.60227879998274,[np.float64(-0.16666666666666666)],[np.float64(0.3296296296296296)],[1],[0],[0],[1.3073108000680804],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
51,0,51,[np.float64(-0.075)],[np.float64(-0.06851851851851852)],[1],[0],[0],[1.1859579000156373],['target'],51,0,51,0,67.62363479984924,,10,67.61754209990613,67.62363479984924,67.62363479984924,0.015068199951201677,68.80361389997415,[np.float64(-0.075)],[np.float64(-0.06851851851851852)],[1],[0],[0],[1.1859579000156373],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
52,0,52,[np.float64(0.28703703703703703)],[np.float64(0.1287037037037037)],[1],[0],[0],[1.2672200999222696],['target'],52,0,52,0,68.82504049991257,,10,68.81919259997085,68.82504049991257,68.82504049991257,0.015362899983301759,70.08651389996521,[np.float64(0.28703703703703703)],[np.float64(0.1287037037037037)],[1],[0],[0],[1.2672200999222696],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
53,0,53,[np.float64(0.30925925925925923)],[np.float64(-0.10833333333333334)],[1],[0],[0],[1.2858371001202613],['target'],53,0,53,0,70.09987439983524,,5,70.09567109984346,70.09987439983524,70.09987439983524,0.00895190006121993,71.38162159989588,[np.float64(0.30925925925925923)],[np.float64(-0.10833333333333334)],[1],[0],[0],[1.2858371001202613],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
54,0,54,[np.float64(-0.2074074074074074)],[np.float64(-0.41944444444444445)],[1],[0],[0],[1.7495951999444515],['target'],54,0,54,0,71.40406419988722,,10,71.39844039990567,71.40406419988722,71.40406419988722,0.016621199902147055,73.14814619999379,[np.float64(-0.2074074074074074)],[np.float64(-0.41944444444444445)],[1],[0],[0],[1.7495951999444515],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
55,0,55,[np.float64(0.2074074074074074)],[np.float64(0.09074074074074075)],[1],[0],[0],[1.2095326997805387],['target'],55,0,55,0,73.16512919985689,,5,73.1605261999648,73.16512919985689,73.16512919985689,0.012155599892139435,74.37016339995898,[np.float64(0.2074074074074074)],[np.float64(0.09074074074074075)],[1],[0],[0],[1.2095326997805387],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
56,0,56,[np.float64(-0.225)],[np.float64(-0.24074074074074073)],[1],[0],[0],[1.1860776001121849],['target'],56,0,56,0,74.38341209990904,,5,74.37911229999736,74.38341209990904,74.38341209990904,0.008787300204858184,75.56530989985913,[np.float64(-0.225)],[np.float64(-0.24074074074074073)],[1],[0],[0],[1.1860776001121849],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
57,0,57,[np.float64(-0.125)],[np.float64(0.27314814814814814)],[1],[0],[0],[1.4360066999215633],['target'],57,0,57,0,75.58957109996118,,10,75.58387440000661,75.58957109996118,75.58957109996118,0.018317400012165308,77.01997939986177,[np.float64(-0.125)],[np.float64(0.27314814814814814)],[1],[0],[0],[1.4360066999215633],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
58,0,58,[np.float64(0.4185185185185185)],[np.float64(-0.3037037037037037)],[1],[0],[0],[1.5320970001630485],['target'],58,0,58,0,77.04199139983393,,10,77.03578079980798,77.04199139983393,77.04199139983393,0.015604799846187234,78.56796929985285,[np.float64(0.4185185185185185)],[np.float64(-0.3037037037037037)],[1],[0],[0],[1.5320970001630485],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
59,0,59,[np.float64(0.2074074074074074)],[np.float64(0.26944444444444443)],[1],[0],[0],[1.1881234999746084],['target'],59,0,59,0,78.58118659979664,,5,78.57704209978692,78.58118659979664,78.58118659979664,0.008863199967890978,79.76526189991273,[np.float64(0.2074074074074074)],[np.float64(0.26944444444444443)],[1],[0],[0],[1.1881234999746084],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
60,0,60,[np.float64(0.19814814814814816)],[np.float64(0.30092592592592593)],[1],[0],[0],[1.2866257999558002],[None],60,0,60,0,79.78745379997417,,10,79.78167249984108,79.78745379997417,79.78745379997417,0.016244800062850118,81.06839259993285,[np.float64(0.19814814814814816)],[np.float64(0.30092592592592593)],[1],[0],[0],[1.2866257999558002],[None],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
61,0,61,[np.float64(0.2898148148148148)],[np.float64(-0.3851851851851852)],[1],[0],[0],[1.2497828998602927],['target'],61,0,61,0,81.0922956999857,,10,81.08655869984068,81.0922956999857,81.0922956999857,0.01797490008175373,82.33645219984464,[np.float64(0.2898148148148148)],[np.float64(-0.3851851851851852)],[1],[0],[0],[1.2497828998602927],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
62,0,62,[np.float64(-0.1787037037037037)],[np.float64(-0.4675925925925926)],[1],[0],[0],[1.600691800005734],['target'],62,0,62,0,82.35814099991694,,10,82.35228849994019,82.35814099991694,82.35814099991694,0.015614000149071217,83.95310019981116,[np.float64(-0.1787037037037037)],[np.float64(-0.4675925925925926)],[1],[0],[0],[1.600691800005734],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
63,0,63,[np.float64(0.026851851851851852)],[np.float64(0.23148148148148148)],[1],[0],[0],[1.2659348999150097],['target'],63,0,63,0,83.97531639994122,,10,83.9696148999501,83.97531639994122,83.97531639994122,0.01595079991966486,85.23564069997519,[np.float64(0.026851851851851852)],[np.float64(0.23148148148148148)],[1],[0],[0],[1.2659348999150097],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
64,0,64,[np.float64(-0.15648148148148147)],[np.float64(-0.4462962962962963)],[1],[0],[0],[1.3487688000313938],['target'],64,0,64,0,85.2564489999786,,10,85.2503856997937,85.2564489999786,85.2564489999786,0.014569899998605251,86.59929729998112,[np.float64(-0.15648148148148147)],[np.float64(-0.4462962962962963)],[1],[0],[0],[1.3487688000313938],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
65,0,65,[np.float64(0.3592592592592593)],[np.float64(-0.4212962962962963)],[1],[0],[0],[1.4103189001325518],['target'],65,0,65,0,86.6148834999185,,5,86.61054069991224,86.6148834999185,86.6148834999185,0.010937099810689688,88.02096749981865,[np.float64(0.3592592592592593)],[np.float64(-0.4212962962962963)],[1],[0],[0],[1.4103189001325518],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
66,0,66,[np.float64(-0.11851851851851852)],[np.float64(-0.45925925925925926)],[1],[0],[0],[1.7687188000418246],['target'],66,0,66,0,88.03670209995471,,5,88.0325901999604,88.03670209995471,88.03670209995471,0.011410499922931194,89.80140609992668,[np.float64(-0.11851851851851852)],[np.float64(-0.45925925925925926)],[1],[0],[0],[1.7687188000418246],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
67,0,67,[np.float64(0.4388888888888889)],[np.float64(-0.19907407407407407)],[1],[0],[0],[1.4069415000267327],['target'],67,0,67,0,89.81476889993064,,5,89.81062769982964,89.81476889993064,89.81476889993064,0.00904519995674491,91.21765919984318,[np.float64(0.4388888888888889)],[np.float64(-0.19907407407407407)],[1],[0],[0],[1.4069415000267327],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
68,0,68,[np.float64(0.13333333333333333)],[np.float64(0.20462962962962963)],[1],[0],[0],[1.1364134999457747],[None],68,0,68,0,91.23798199999146,,10,91.23178469995037,91.23798199999146,91.23798199999146,0.014157800003886223,92.36829309980385,[np.float64(0.13333333333333333)],[np.float64(0.20462962962962963)],[1],[0],[0],[1.1364134999457747],[None],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
69,0,69,[np.float64(0.4305555555555556)],[np.float64(-0.35833333333333334)],[1],[0],[0],[1.5704445999581367],[None],69,0,69,0,92.38874519988894,,10,92.38306949986145,92.38874519988894,92.38874519988894,0.014582099858671427,93.95360479992814,[np.float64(0.4305555555555556)],[np.float64(-0.35833333333333334)],[1],[0],[0],[1.5704445999581367],[None],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
70,0,70,[np.float64(-0.18333333333333332)],[np.float64(-0.15925925925925927)],[1],[0],[0],[1.440029799938202],[None],70,0,70,0,93.96644150000066,,5,93.96212279982865,93.96644150000066,93.96644150000066,0.00832489994354546,95.40228389995173,[np.float64(-0.18333333333333332)],[np.float64(-0.15925925925925927)],[1],[0],[0],[1.440029799938202],[None],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
71,0,71,[np.float64(-0.01574074074074074)],[np.float64(0.4305555555555556)],[1],[0],[0],[1.432833099970594],[None],71,0,71,0,95.42384239984676,,10,95.41748349997215,95.42384239984676,95.42384239984676,0.015010900096967816,96.85046879993752,[np.float64(-0.01574074074074074)],[np.float64(0.4305555555555556)],[1],[0],[0],[1.432833099970594],[None],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
72,0,72,[np.float64(-0.5101851851851852)],[np.float64(-0.14907407407407408)],[1],[0],[0],[1.253224499989301],[None],72,0,72,0,96.87100970000029,,10,96.86515469988808,96.87100970000029,96.87100970000029,0.014512700028717518,98.11847059987485,[np.float64(-0.5101851851851852)],[np.float64(-0.14907407407407408)],[1],[0],[0],[1.253224499989301],[None],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
73,0,73,[np.float64(0.062037037037037036)],[np.float64(0.10092592592592593)],[1],[0],[0],[1.251683000009507],['target'],73,0,73,0,98.1390609999653,,10,98.1330579998903,98.1390609999653,98.1390609999653,0.014403400011360645,99.38483170000836,[np.float64(0.062037037037037036)],[np.float64(0.10092592592592593)],[1],[0],[0],[1.251683000009507],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
74,0,74,[np.float64(0.3333333333333333)],[np.float64(0.4537037037037037)],[1],[0],[0],[1.9419615000952035],['target'],74,0,74,0,99.39827729994431,,5,99.39361989987083,99.39827729994431,99.39827729994431,0.008614500053226948,101.33567669987679,[np.float64(0.3333333333333333)],[np.float64(0.4537037037037037)],[1],[0],[0],[1.9419615000952035],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
75,0,75,[np.float64(-0.018518518518518517)],[np.float64(0.09444444444444444)],[1],[0],[0],[1.1323560001328588],['target'],75,0,75,0,101.35705319978297,,10,101.35077189980075,101.35705319978297,101.35705319978297,0.014951300108805299,102.48318889993243,[np.float64(-0.018518518518518517)],[np.float64(0.09444444444444444)],[1],[0],[0],[1.1323560001328588],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
76,0,76,[np.float64(-0.3814814814814815)],[np.float64(0.4583333333333333)],[1],[0],[0],[1.2007766000460833],['target'],76,0,76,0,102.50469399988651,,10,102.49804749991745,102.50469399988651,102.50469399988651,0.014726900029927492,103.6988714998588,[np.float64(-0.3814814814814815)],[np.float64(0.4583333333333333)],[1],[0],[0],[1.2007766000460833],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
77,0,77,[np.float64(0.48055555555555557)],[np.float64(0.1685185185185185)],[1],[0],[0],[1.2206249001901597],['target'],77,0,77,0,103.72012219997123,,10,103.71305989986286,103.72012219997123,103.72012219997123,0.014095599995926023,104.9337557000108,[np.float64(0.48055555555555557)],[np.float64(0.1685185185185185)],[1],[0],[0],[1.2206249001901597],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
78,0,78,[np.float64(-0.36203703703703705)],[np.float64(0.35833333333333334)],[1],[0],[0],[1.2245457000099123],['target'],78,0,78,0,104.9467434999533,,5,104.94217449985445,104.9467434999533,104.9467434999533,0.008283000206574798,106.1667702998966,[np.float64(-0.36203703703703705)],[np.float64(0.35833333333333334)],[1],[0],[0],[1.2245457000099123],['target'],3,001,2025-09-30_15h49.08.701,Visual Search,,2025.1.1,59.91374820880244,2025-09-30 15h49.20.577847 +0530,
