letter,thisN,thisTrialN,thisRepN,respp.keys,respp.rt,respp.duration,mainloop.thisRepN,mainloop.thisTrialN,mainloop.thisN,mainloop.thisIndex,thisRow.t,notes,Instructions.started,text.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,mainfixation.started,leterrrrrrr.started,respp.started,mainfixation.stopped,leterrrrrrr.stopped,respp.stopped,trial.stopped,mainloop.respp.keys,mainloop.respp.rt,mainloop.respp.duration,thanks_2.started,thankyou.started,end.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Z,22,22,0,space,1.0880330000072718,0.20261909998953342,0,22,22,22,38.84529240010306,,,,,,,,,38.83444999996573,38.84529240010306,39.04536360013299,39.04536360013299,39.04536360013299,39.745266400044784,40.545354400062934,40.52882900019176,space,1.0880330000072718,0.20261909998953342,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
A,23,23,0,None,,,0,23,23,23,40.545354400062934,,,,,,,,,40.53158239996992,40.545354400062934,40.74535090010613,40.74535090010613,40.74535090010613,41.44523620000109,42.2453137000557,42.22877890011296,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
A,24,24,0,None,,,0,24,24,24,42.2453137000557,,,,,,,,,42.22902179998346,42.2453137000557,42.44526970013976,42.44526970013976,42.44526970013976,43.145203300053254,43.945218899985775,43.928781300084665,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
C,25,25,0,None,,,0,25,25,25,43.945218899985775,,,,,,,,,43.93135490012355,43.945218899985775,44.14520620019175,44.14520620019175,44.14520620019175,44.84522960009053,45.6451940999832,45.62877149996348,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
D,26,26,0,None,,,0,26,26,26,45.6451940999832,,,,,,,,,45.63148360000923,45.6451940999832,45.845173000125214,45.845173000125214,45.845173000125214,46.54513470013626,47.34521370008588,47.328680800041184,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
E,27,27,0,None,,,0,27,27,27,47.34521370008588,,,,,,,,,47.33173460001126,47.34521370008588,47.54516139999032,47.54516139999032,47.54516139999032,48.245084000052884,49.04516190011054,49.02881270018406,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
F,28,28,0,None,,,0,28,28,28,49.04516190011054,,,,,,,,,49.031543200137094,49.04516190011054,49.245153500000015,49.245153500000015,49.245153500000015,49.94513720017858,50.74515049997717,50.72866590018384,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
F,29,29,0,None,,,0,29,29,29,50.74515049997717,,,,,,,,,50.72886890009977,50.74515049997717,50.94503640010953,50.94503640010953,50.94503640010953,51.645360599970445,52.44505159999244,52.42861529998481,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
H,30,30,0,None,,,0,30,30,30,52.44505159999244,,,,,,,,,52.431422600056976,52.44505159999244,52.64506430015899,52.64506430015899,52.64506430015899,53.345050500007346,54.14519289997406,54.12866340018809,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
J,31,31,0,None,,,0,31,31,31,54.14519289997406,,,,,,,,,54.13126770011149,54.14519289997406,54.34502930007875,54.34502930007875,54.34502930007875,55.044960299972445,55.84505200013518,55.82847509998828,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
L,32,32,0,None,,,0,32,32,32,55.84505200013518,,,,,,,,,55.831108200130984,55.84505200013518,56.04502690001391,56.04502690001391,56.04502690001391,56.7449541001115,57.544958600075915,57.52851069997996,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
L,33,33,0,space,0.3545366998296231,0.17754429997876287,0,33,33,33,57.544958600075915,,,,,,,,,57.52872240007855,57.544958600075915,57.74490769999102,57.74490769999102,57.74490769999102,58.444987799972296,59.244907499989495,59.22841230011545,space,0.3545366998296231,0.17754429997876287,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
N,34,34,0,None,,,0,34,34,34,59.244907499989495,,,,,,,,,59.23308719997294,59.244907499989495,59.444883400108665,59.444883400108665,59.444883400108665,60.144845800008625,60.94487630017102,60.92850559996441,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
P,35,35,0,None,,,0,35,35,35,60.94487630017102,,,,,,,,,60.931285300059244,60.94487630017102,61.14485120004974,61.14485120004974,61.14485120004974,61.84487410006113,62.64482829999179,62.62846949999221,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
Q,36,36,0,None,,,0,36,36,36,62.64482829999179,,,,,,,,,62.63152920012362,62.64482829999179,62.844803699990734,62.844803699990734,62.844803699990734,63.54478960018605,64.34477840014733,64.32846320001408,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
Q,37,37,0,space,0.5207014000043273,0.1822713001165539,0,37,37,37,64.34477840014733,,,,,,,,,64.32866850006394,64.34477840014733,64.54478820017539,64.54478820017539,64.54478820017539,65.24471540004015,66.04478490003385,66.02837519999593,space,0.5207014000043273,0.1822713001165539,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
S,38,38,0,None,,,0,38,38,38,66.04478490003385,,,,,,,,,66.03100780001841,66.04478490003385,66.24479140015319,66.24479140015319,66.24479140015319,66.94469430018216,67.74475820013322,67.7283700001426,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
T,39,39,0,None,,,0,39,39,39,67.74475820013322,,,,,,,,,67.73108080006205,67.74475820013322,67.94469709997065,67.94469709997065,67.94469709997065,68.64479400007986,69.4447182000149,69.42832550010644,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
T,40,40,0,space,0.6664468999952078,0.17214540019631386,0,40,40,40,69.4447182000149,,,,,,,,,69.42855730000883,69.4447182000149,69.64472810016014,69.64472810016014,69.64472810016014,70.34497920004651,71.14466230012476,71.12817260017619,space,0.6664468999952078,0.17214540019631386,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
V,41,41,0,None,,,0,41,41,41,71.14466230012476,,,,,,,,,71.13093370012939,71.14466230012476,71.34469699999318,71.34469699999318,71.34469699999318,72.04461490013637,72.8446853000205,72.8281742001418,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
W,42,42,0,None,,,0,42,42,42,72.8446853000205,,,,,,,,,72.83110010018572,72.8446853000205,73.0445791000966,73.0445791000966,73.0445791000966,73.74488650006242,74.54460580018349,74.52809979999438,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
Y,43,43,0,None,,,0,43,43,43,74.54460580018349,,,,,,,,,74.53072570008226,74.54460580018349,74.74466020008549,74.74466020008549,74.74466020008549,75.44462930015288,76.24461579998024,76.22817310015671,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
Y,44,44,0,None,,,0,44,44,44,76.24461579998024,,,,,,,,,76.22837410005741,76.24461579998024,76.4447863001842,76.4447863001842,76.4447863001842,77.14462370006368,77.94474630011246,77.92813890008256,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
Z,45,45,0,None,,,0,45,45,45,77.94474630011246,,,,,,,,,77.93051930004731,77.94474630011246,78.1446097001899,78.1446097001899,78.1446097001899,78.84472790011205,79.64483770006336,79.62816100008786,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
B,46,46,0,None,,,0,46,46,46,79.64483770006336,,,,,,,,,79.6313318000175,79.64483770006336,79.84444010001607,79.84444010001607,79.84444010001607,80.54439459997229,81.34466519998387,81.32808420015499,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
D,47,47,0,None,,,0,47,47,47,81.34466519998387,,,,,,,,,81.33049180009402,81.34466519998387,81.54453129996546,81.54453129996546,81.54453129996546,82.24444410018623,83.04439130006358,83.02804160001688,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
D,48,48,0,space,0.41820190008729696,0.18826680001802742,0,48,48,48,83.04439130006358,,,,,,,,,83.0282760001719,83.04439130006358,83.24439640017226,83.24439640017226,83.24439640017226,83.94437799998559,84.74454350001179,84.72789280000143,space,0.41820190008729696,0.18826680001802742,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
F,49,49,0,None,,,0,49,49,49,84.74454350001179,,,,,,,,,84.73015540000051,84.74454350001179,84.94452180014923,84.94452180014923,84.94452180014923,85.64453330007382,86.44434810010716,86.42794910003431,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
G,50,50,0,None,,,0,50,50,50,86.44434810010716,,,,,,,,,86.43269970011897,86.44434810010716,86.64439510018565,86.64439510018565,86.64439510018565,87.34424840006977,88.14431870006956,88.12780140014365,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
G,51,51,0,space,0.38333520013839006,0.1824951998423785,0,51,51,51,88.14431870006956,,,,,,,,,88.12800749996677,88.14431870006956,88.34426979999989,88.34426979999989,88.34426979999989,89.04421179997735,89.84422770002857,89.8278491999954,space,0.38333520013839006,0.1824951998423785,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
H,52,52,0,None,,,0,52,52,52,89.84422770002857,,,,,,,,,89.83052220009267,89.84422770002857,90.04424540000036,90.04424540000036,90.04424540000036,90.74418690009043,91.5442866999656,91.5277567000594,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
J,53,53,0,None,,,0,53,53,53,91.5442866999656,,,,,,,,,91.530496600084,91.5442866999656,91.74424990010448,91.74424990010448,91.74424990010448,92.44422930013388,93.24423840013333,93.22780970018357,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
K,54,54,0,None,,,0,54,54,54,93.24423840013333,,,,,,,,,93.2308005001396,93.24423840013333,93.44422730011865,93.44422730011865,93.44422730011865,94.14410360017791,94.94417150015943,94.92765430011787,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
K,55,55,0,space,0.4716322999447584,0.18447330011986196,0,55,55,55,94.94417150015943,,,,,,,,,94.92788129998371,94.94417150015943,95.14414340001531,95.14414340001531,95.14414340001531,95.844065700192,96.64414430013858,96.62784420000389,space,0.4716322999447584,0.18447330011986196,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
M,56,56,0,None,,,0,56,56,56,96.64414430013858,,,,,,,,,96.6310853001196,96.64414430013858,96.84421020001173,96.84421020001173,96.84421020001173,97.54403550014831,98.34415250015445,98.32759030000307,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
N,57,57,0,None,,,0,57,57,57,98.34415250015445,,,,,,,,,98.32939710002393,98.34415250015445,98.54419440007769,98.54419440007769,98.54419440007769,99.2442216000054,100.04422520007938,100.0278835000936,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
N,58,58,0,space,0.41377290012314916,0.16210799990221858,0,58,58,58,100.04422520007938,,,,,,,,,100.02813870017417,100.04422520007938,100.24416280002333,100.24416280002333,100.24416280002333,100.94415490003303,101.74412400019355,101.72785370005295,space,0.41377290012314916,0.16210799990221858,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
P,59,59,0,None,,,0,59,59,59,101.74412400019355,,,,,,,,,101.73039390007034,101.74412400019355,101.94415280013345,101.94415280013345,101.94415280013345,102.64416930009611,103.44418640015647,103.4275754999835,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
R,60,60,0,None,,,0,60,60,60,103.44418640015647,,,,,,,,,103.42978000012226,103.44418640015647,103.6441000001505,103.6441000001505,103.6441000001505,104.34411439998075,105.14396760007367,105.1275304001756,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
R,61,61,0,space,0.45925879990682006,0.14708900009281933,0,61,61,61,105.14396760007367,,,,,,,,,105.12775820004754,105.14396760007367,105.3439979001414,105.3439979001414,105.3439979001414,106.04393759998493,106.84399110008962,106.82739010010846,space,0.45925879990682006,0.14708900009281933,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
S,62,62,0,None,,,0,62,62,62,106.84399110008962,,,,,,,,,106.82997209997848,106.84399110008962,107.04388050013222,107.04388050013222,107.04388050013222,107.74382760003209,108.54390930011868,108.52746390015818,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
T,63,63,0,None,,,0,63,63,63,108.54390930011868,,,,,,,,,108.53004940017127,108.54390930011868,108.7439246000722,108.7439246000722,108.7439246000722,109.44384009996429,110.24391419999301,110.22738900012337,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
V,64,64,0,None,,,0,64,64,64,110.24391419999301,,,,,,,,,110.22999420017004,110.24391419999301,110.44384750002064,110.44384750002064,110.44384750002064,111.14381340006366,111.94375129998662,111.92728330008686,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
V,65,65,0,space,0.4315114999189973,0.15709040011279285,0,65,65,65,111.94375129998662,,,,,,,,,111.92751389998011,111.94375129998662,112.14385780016892,112.14385780016892,112.14385780016892,112.84394820011221,113.64386830013245,113.62754989997484,space,0.4315114999189973,0.15709040011279285,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
X,66,66,0,None,,,0,66,66,66,113.64386830013245,,,,,,,,,113.6301122000441,113.64386830013245,113.84388100006618,113.84388100006618,113.84388100006618,114.5439059000928,115.34381280001253,115.32734900014475,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
Y,67,67,0,None,,,0,67,67,67,115.34381280001253,,,,,,,,,115.33004460018128,115.34381280001253,115.54389229998924,115.54389229998924,115.54389229998924,116.24389620008878,117.04387930012308,117.02730150008574,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
Y,68,68,0,space,0.5981709000188857,0.15822390001267195,0,68,68,68,117.04387930012308,,,,,,,,,117.02751770010218,117.04387930012308,117.2436818999704,117.2436818999704,117.2436818999704,117.94370980001986,118.74366460018791,118.72720950003713,space,0.5981709000188857,0.15822390001267195,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
Z,69,69,0,None,,,0,69,69,69,118.74366460018791,,,,,,,,,118.72996500018053,118.74366460018791,118.94366180012003,118.94366180012003,118.94366180012003,119.64367760019377,120.44362330017611,120.4271807000041,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
A,70,70,0,None,,,0,70,70,70,120.44362330017611,,,,,,,,,120.42998790019192,120.44362330017611,120.64367890008725,120.64367890008725,120.64367890008725,121.34358630003408,122.14361140015535,122.12710959999822,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
C,71,71,0,None,,,0,71,71,71,122.14361140015535,,,,,,,,,122.12972000008449,122.14361140015535,122.34354789997451,122.34354789997451,122.34354789997451,123.04349820013158,123.84357530018315,123.82713290001266,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
C,72,72,0,space,1.237677900120616,0.15703579992987216,0,72,72,72,123.84357530018315,,,,,,,,,123.82733610016294,123.84357530018315,124.04363840003498,124.04363840003498,124.04363840003498,124.74351820000447,125.54348090011626,125.52711290004663,space,1.237677900120616,0.15703579992987216,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
E,73,73,0,None,,,0,73,73,73,125.54348090011626,,,,,,,,,125.52974280016497,125.54348090011626,125.74347870005295,125.74347870005295,125.74347870005295,126.44343600003049,127.24345599999651,127.22710710018873,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
F,74,74,0,None,,,0,74,74,74,127.24345599999651,,,,,,,,,127.22975459997542,127.24345599999651,127.44350520009175,127.44350520009175,127.44350520009175,128.14343820000067,128.943487000186,128.9270004001446,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
H,75,75,0,None,,,0,75,75,75,128.943487000186,,,,,,,,,128.93066409998573,128.943487000186,129.14345520013012,129.14345520013012,129.14345520013012,129.84338760003448,130.64363429998048,130.6270745000802,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
