letter,thisN,thisTrialN,thisRepN,respp.keys,respp.rt,respp.duration,mainloop.thisRepN,mainloop.thisTrialN,mainloop.thisN,mainloop.thisIndex,thisRow.t,notes,Instructions.started,text.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,mainfixation.started,leterrrrrrr.started,respp.started,mainfixation.stopped,leterrrrrrr.stopped,respp.stopped,trial.stopped,mainloop.respp.keys,mainloop.respp.rt,mainloop.respp.duration,thanks_2.started,thankyou.started,end.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
H,76,76,0,space,0.39136280003003776,0.1622246999759227,0,76,76,76,130.64363429998048,,,,,,,,,130.62724660011008,130.64363429998048,130.84354360005818,130.84354360005818,130.84354360005818,131.54348870017566,132.34341019997373,132.32683410006575,space,0.39136280003003776,0.1622246999759227,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
J,77,77,0,None,,,0,77,77,77,132.34341019997373,,,,,,,,,132.32954820012674,132.34341019997373,132.54340850003064,132.54340850003064,132.54340850003064,133.24343760008924,134.04337450000457,134.0268856000621,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
K,78,78,0,None,,,0,78,78,78,134.04337450000457,,,,,,,,,134.0295603000559,134.04337450000457,134.24331549997441,134.24331549997441,134.24331549997441,134.94322340004146,135.74330680002458,135.72680050018243,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
M,79,79,0,None,,,0,79,79,79,135.74330680002458,,,,,,,,,135.72938819997944,135.74330680002458,135.94329280010425,135.94329280010425,135.94329280010425,136.64322270010598,137.44341700011864,137.42692110012285,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
M,80,80,0,space,0.47032950003631413,0.21872749994508922,0,80,80,80,137.44341700011864,,,,,,,,,137.42707960004918,137.44341700011864,137.64345960016362,137.64345960016362,137.64345960016362,138.34332680003718,139.14328820002265,139.12678609997965,space,0.47032950003631413,0.21872749994508922,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
N,81,81,0,None,,,0,81,81,81,139.14328820002265,,,,,,,,,139.12949630012736,139.14328820002265,139.34318620013073,139.34318620013073,139.34318620013073,140.0431155001279,140.84315320011228,140.82668599998578,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
P,82,82,0,None,,,0,82,82,82,140.84315320011228,,,,,,,,,140.82938160002232,140.84315320011228,141.04322060011327,141.04322060011327,141.04322060011327,141.7431826000102,142.5433613001369,142.52664140006527,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
Q,83,83,0,None,,,0,83,83,83,142.5433613001369,,,,,,,,,142.52960370015353,142.5433613001369,142.7430949001573,142.7430949001573,142.7430949001573,143.44313720008358,144.24312480003573,144.22671660012566,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
Q,84,84,0,space,0.48925399989821017,0.23486660001799464,0,84,84,84,144.24312480003573,,,,,,,,,144.22692880011164,144.24312480003573,144.44311370002106,144.44311370002106,144.44311370002106,145.1430255000014,145.9431294000242,145.92665000003763,space,0.48925399989821017,0.23486660001799464,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
R,85,85,0,None,,,0,85,85,85,145.9431294000242,,,,,,,,,145.92962870001793,145.9431294000242,146.1430387001019,146.1430387001019,146.1430387001019,146.8430499001406,147.64306590007618,147.62654820014723,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
T,86,86,0,None,,,0,86,86,86,147.64306590007618,,,,,,,,,147.62912120018154,147.64306590007618,147.84305780008435,147.84305780008435,147.84305780008435,148.54297780012712,149.3430204000324,149.32652240013704,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
T,87,87,0,space,0.49489279999397695,0.14418730000033975,0,87,87,87,149.3430204000324,,,,,,,,,149.32674250006676,149.3430204000324,149.5430062999949,149.5430062999949,149.5430062999949,150.24291749997064,151.04299260000698,151.02650420018472,space,0.49489279999397695,0.14418730000033975,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
V,88,88,0,None,,,0,88,88,88,151.04299260000698,,,,,,,,,151.02909149997868,151.04299260000698,151.24298430001363,151.24298430001363,151.24298430001363,151.9429069000762,152.7429192001,152.7265147001017,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
W,89,89,0,None,,,0,89,89,89,152.7429192001,,,,,,,,,152.72921140003018,152.7429192001,152.94305870006792,152.94305870006792,152.94305870006792,153.64288840000518,154.442905300064,154.4264084000606,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
X,90,90,0,None,,,0,90,90,90,154.442905300064,,,,,,,,,154.42897930019535,154.442905300064,154.64292570017278,154.64292570017278,154.64292570017278,155.34289790014736,156.14287720015272,156.1264750000555,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
X,91,91,0,space,0.625032200012356,0.21272170008160174,0,91,91,91,156.14287720015272,,,,,,,,,156.1267230999656,156.14287720015272,156.3428186001256,156.3428186001256,156.3428186001256,157.04284080001526,157.84287260007113,157.82638610014692,space,0.625032200012356,0.21272170008160174,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
Z,92,92,0,None,,,0,92,92,92,157.84287260007113,,,,,,,,,157.82910339999944,157.84287260007113,158.04281630017795,158.04281630017795,158.04281630017795,158.74279560009018,159.54285249998793,159.52636300004087,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
A,93,93,0,None,,,0,93,93,93,159.54285249998793,,,,,,,,,159.5290453999769,159.54285249998793,159.74276310019195,159.74276310019195,159.74276310019195,160.44276350014843,161.2427298000548,161.22633400000632,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
B,94,94,0,space,1.0149889001622796,0.18237829999998212,0,94,94,94,161.2427298000548,,,,,,,,,161.22934910003096,161.2427298000548,161.44279690016992,161.44279690016992,161.44279690016992,162.1427635999862,162.94280690001324,162.92631969996728,space,1.0149889001622796,0.18237829999998212,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
B,95,95,0,None,,,0,95,95,95,162.94280690001324,,,,,,,,,162.92657700018026,162.94280690001324,163.14267660002224,163.14267660002224,163.14267660002224,163.84269100008532,164.6426791001577,164.62698820000514,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
D,96,96,0,None,,,0,96,96,96,164.6426791001577,,,,,,,,,164.62960940017365,164.6426791001577,164.84273630008101,164.84273630008101,164.84273630008101,165.5426688999869,166.3427257000003,166.3261798999738,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
F,97,97,0,None,,,0,97,97,97,166.3427257000003,,,,,,,,,166.32915830006823,166.3427257000003,166.5426213000901,166.5426213000901,166.5426213000901,167.24262750009075,168.04267580015585,168.02619380014949,None,,,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
N,98,98,0,space,1.1492930999957025,0.23266830015927553,0,98,98,98,168.04267580015585,,,,,,,,,168.02876670006663,168.04267580015585,168.24262430006638,168.24262430006638,168.24262430006638,168.9425592001062,169.74257550016046,169.72620220016688,space,1.1492930999957025,0.23266830015927553,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
N,99,99,0,space,0.5344249999616295,0.06063750013709068,0,99,99,99,169.74257550016046,,,,,,,,,169.72644360014237,169.74257550016046,169.94259040011093,169.94259040011093,169.94259040011093,170.6425356999971,171.44322550017387,171.42617910006084,space,0.5344249999616295,0.06063750013709068,,,,001,001,2025-11-19_15h26.34.842,N back,,2025.1.1,60.0272884314178,2025-11-19 15h26.43.228982 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.42633610009216,171.44322550017387,171.44322550017387,,,,,,,,,
